node_id,sequence_md5,identifier,identifier_all,accession,accession_all,pazy_id,component_id,size_rank,sequence_length,enzyme_name,organism,v1_component,cath
m0315,c627badfbdd42acfa7664595a681b789,PL34,PL34,BAK48590.1,BAK48590.1,35,C001,1,300,,,1,3.40.50.1820
m0142,5e9df7f0c5b6442f1239982caf867978,PL36,PL36,7NEI,7NEI,37,C001,1,267,,,,
m0273,afb025038508228d84d2fe8c130d5d14,PL37,PL37,WP_111881932.1,WP_111881932.1,38,C001,1,364,,,1,3.40.50.1820
m0369,e6cfd2897ec399a6f1d3ec1c6a98cdb7,PL38,PL38,WP_039353427.1,WP_039353427.1,39,C001,1,366,,,1,3.40.50.1820
m0383,ee0092b4288da1c69a59e16f2b702cdf,PL39,PL39,ACC95208.1,ACC95208.1,40,C001,1,308,,,1,3.40.50.1820
m0178,71d88f44c8ddca8715a62d0d30305df5,PL40,PL40,RLI42440.1,RLI42440.1,41,C001,1,262,,,1,3.40.50.1820
m0341,d67ede223c06bbb9c7903735558b4123,PL69,PL69,AGT96415.1,AGT96415.1,82,C001,1,314,,,1,3.40.50.1820
m0408,fe0739cd12d95ca737e594fe187ece7d,PL116,PL116,,,134,C001,1,388,,,,
m0342,d6bebd05cc2bbecb20e2248f69ec70d0,PL117,PL117,,,135,C001,1,250,,,,
m0376,eb083b03c764314dd374fe8c25f98488,PL118,PL118,,,136,C001,1,272,,,,
m0265,aa2bdf8b95c633e11b920c991aa91e25,PL120,PL120,,,138,C001,1,219,,,,
m0216,88c057e08abd5cd2d38525a4b182df17,PL121,PL121,,,139,C001,1,240,,,,
m0099,42091824cdf4b41fc5df083621ce6549,PL122,PL122,,,140,C001,1,186,,,,
m0038,1545cf731ea10ee62b256807199e37d8,PL123,PL123,RLU00646.1,RLU00646.1,141,C001,1,312,,,1,3.40.50.1820
m0156,677a11fa0e32fbd01338ba6d30fc718b,PL124,PL124,KPI12031.1,KPI12031.1,142,C001,1,302,,,1,3.40.50.1820
m0175,70461e4ccc8f072afc5757915d4ab26f,PL126,PL126,WP_162908185.1,WP_162908185.1,144,C001,1,436,,,,
m0138,5b3f01f3bbd1d34e9bcd72527c959781,PL128,PL128,WP_158643351.1,WP_158643351.1,146,C001,1,311,,,,
m0150,6435b353e1e02d2f720bc95ef5cb13af,PL129,PL129,EGD44994.1,EGD44994.1,147,C001,1,294,,,1,3.40.50.1820
m0032,1197ee1b96f74dd16a31dad1ba334c46,PL130,PL130,WP_062195544.1,WP_062195544.1,148,C001,1,292,,,1,3.40.50.1820
m0388,ef08656ab980fbd8c17fe79b6060a681,PL131,PL131,SJZ42839.1,SJZ42839.1,149,C001,1,311,,,1,3.40.50.1820
m0304,c14a617c964156f1d3d4b9dedd1535b4,PL132,PL132,KPI31299.1,KPI31299.1,150,C001,1,306,,,,
m0125,4f68c367317a6c09df48faffc017ad9e,PL133,PL133,WP_093412886.1,WP_093412886.1,151,C001,1,293,,,1,3.40.50.1820
m0047,1e1f498fae0e6d56fb87a52a1fef96ff,PL136,PL136,WP_083947829,WP_083947829,154,C001,1,284,,,1,3.40.50.1820
m0228,925eaa1d8c145880ff409530b973e7fe,PL149,PL149,SAY37582.1,SAY37582.1,171,C001,1,260,,,1,3.40.50.1820
m0267,aaa9786d473a7eb02349e757ab50352c,PL152,PL152,SAY37584.1,SAY37584.1,174,C001,1,257,,,1,3.40.50.1820
m0078,31e8cee08e99636ef7d35f9f5457bb57,PL156,PL156,WP_085749238,WP_085749238,178,C001,1,279,,,1,3.40.50.1820
m0101,42aa40364f5684f1f255819ab69b7b92,PL157,PL157,WP_044499735.1,WP_044499735.1,179,C001,1,302,,,1,3.40.50.1820
m0263,a9bad1df9172c94be6b225bd32b6bd1d,PL159,PL159,BAB86909,BAB86909,181,C001,1,304,,,1,3.40.50.1820
m0309,c3b10fec34299e75939e57d3458275fe,PL162,PL162,ADV66860.1,ADV66860.1,184,C001,1,315,,,1,3.40.50.1820
m0364,e5571e8fd143e90bd5db0ca52ce67226,PL163,PL163,DAC80635.1,DAC80635.1,185,C001,1,284,,,1,3.40.50.1820
m0343,d78ca54fff3eddbc5a27aec8c337f94f,PL169,PL169,,,194,C001,1,279,,,1,3.40.50.1820
m0145,604018ae8af9058028c669f8ed8de020,PL170,PL170,OGB27210,OGB27210,195,C001,1,426,,,1,3.40.50.1820
m0351,de58930843f53b731bc34d03f729488d,PL174,PL174,WP_090538641,WP_090538641,200,C001,1,304,,,1,3.40.50.1820
m0168,6cfa5991a1358a2618da129bb29a2d1c,PL175,PL175,SUD16364,SUD16364,201,C001,1,298,,,1,3.40.50.1820
m0035,149e83bf7e1c0307af6bc10d0662ef3b,PL176,PL176,,,202,C001,1,282,,,,
m0034,1361228bf3f1c19ea8214555076414a7,PL186,PL186,SHM40309,SHM40309,215,C001,1,299,,,1,3.40.50.1820
m0330,d03a36b0671215d716f1df2ade24268f,PL194,PL194,WP_118011433.1,WP_118011433.1,223,C001,1,259,,,1,3.40.50.1820
m0298,c0173ba184ddb729e7ef9122ecff0145,PL195,PL195,RGD93181.1,RGD93181.1,224,C001,1,270,,,1,3.40.50.1820
m0254,a0904c35f59716a292ebfca5adfcbc0e,PL196,PL196,WP_013858543.1,WP_013858543.1,225,C001,1,254,,,1,3.40.50.1820
m0264,aa1b463709fa62d66034d00d46f2bb52,PL197,PL197,WP_008690040.1,WP_008690040.1,226,C001,1,313,,,,
m0312,c51ea9e72ca4f046ba7b615cdd6e1bc0,PL198,PL198,,,227,C001,1,273,,,1,3.40.50.1820
m0372,e8b2c742a4aaae248ea974667fac5dd6,PL207,PL207,,,236,C001,1,287,,,,
m0185,75bb9ab0210af3940fb95e2939ac10fe,PL208,PL208,,,237,C001,1,301,,,,
m0291,bc7a038f9383a1c9351ad53e8f89a243,PL209,PL209,MEC8523093,MEC8523093,238,C001,1,292,,,1,3.40.50.1820
m0184,75b2b72259a73dea11dea49d5062379d,PL211,PL211,WP_220815207,WP_220815207,241,C001,1,298,,,,
m0002,009e600d3a7df316a22764026a76e2bc,PL212,PL212,WP_142197250.1,WP_142197250.1,242,C001,1,300,,,,
m0123,4d4f817cbca0966f4f40247e73036a6e,PL213,PL213,,,243,C001,1,275,,,,
m0137,5a880c3b46d61fb2b4fa713a243c511a,PL214,PL214,QPA27412.1,QPA27412.1,244,C001,1,352,,,35,3.40.50.1820
m0227,91fdd1b5e2e32c2e3842e6b87058f3ad,PL225,PL225,WP_218920366.1,WP_218920366.1,256,C001,1,298,,,,
m0129,52ac6083b4c7d6faf903f936007224d2,PL226,PL226,WP_209642273.1,WP_209642273.1,257,C001,1,270,,,,
m0365,e56db99e4a0ff79df4c68a9972670396,PL227,PL227,WP_019629726.1,WP_019629726.1,258,C001,1,285,,,,
m0068,2c71453465b0acb39d172983ac4a7387,PL229,PL229,WP_116023875.1,WP_116023875.1,260,C001,1,279,,,,
m0160,68f440a1f49336f2bc51060f5c2e99f1,PL230,PL230,MBO9532528.1,MBO9532528.1,261,C001,1,293,,,,
m0305,c1a1ed20efb294068bc8e1483c391d0c,PL231,PL231,MSQ87502.1,MSQ87502.1,262,C001,1,326,,,,
m0277,b2ce4b3f3cb218404c049bd6ca3c3fef,PL232,PL232,WP_018657411.1,WP_018657411.1,263,C001,1,287,,,,
m0043,18f1178aa194bcd44f9de9bf8b6ef166,PL233,PL233,MPZ00478.1,MPZ00478.1,264,C001,1,285,,,,
m0396,f382d762cf0b0bafd3934f5417accc62,PL234,PL234,WP_203847453.1,WP_203847453.1,265,C001,1,268,,,,
m0066,2af6d737171357f18fd9f3cddedf6015,PL236,PL236,MBX2857432.1,MBX2857432.1,267,C001,1,275,,,,
m0287,b80b1227f73f4dd4ff1fd9546d415275,PL237,PL237,MBE65357.1,MBE65357.1,268,C001,1,305,,,,
m0359,e44d2abc0169b043201fff28f40feeb9,PL238,PL238,KZY99137.1,KZY99137.1,269,C001,1,292,,,,
m0407,fd6fe4eecb575bbb51d49f121a523532,PL239,PL239,SDZ16714.1,SDZ16714.1,270,C001,1,294,,,,
m0253,a07188a7bbb3e92357c73d9654c37734,PL240,PL240,WP_091553551.1,WP_091553551.1,271,C001,1,463,,,,
m0214,871ef0545eb8542ab53b599df2bff175,PL242,PL242,WP_101366623.1,WP_101366623.1,273,C001,1,468,,,,
m0314,c5df14884c3311c4b6216b9fc6bf19bd,PL243,PL243,WP_110567505.1,WP_110567505.1,274,C001,1,465,,,,
m0284,b6f1885d482dc52936e39d224a8c33d1,PL244,PL244,WP_084434874.1,WP_084434874.1,275,C001,1,289,,,,
m0387,eeae01ba76427bc51c141cb43ccba7fd,PL245,PL245,WP_116180173.1,WP_116180173.1,276,C001,1,288,,,,
m0024,0d51bfebc665db66f2d9c28959b141d3,PL246,PL246,WP_130464304.1,WP_130464304.1,277,C001,1,472,,,,
m0331,d09446e7bab13e062244cd0babc73a84,PL247,PL247,WP_073887759.1,WP_073887759.1,278,C001,1,415,,,,
m0378,ebab773a50031e4f18dfa532f93c9379,PL248,PL248,WP_088988822.1,WP_088988822.1,279,C001,1,465,,,,
m0333,d2d63d5f8721e814ea2a657ecc8fe703,PL250,PL250,WP_082377728.1,WP_082377728.1,281,C001,1,469,,,,
m0164,6bfc5e52adfd5c1d647dbdd440a07380,PL251,PL251,WP_132386942.1,WP_132386942.1,282,C001,1,447,,,,
m0188,77a7b5a521e48effd1710f14533ed6a5,PL252,PL252,WP_132337032.1,WP_132337032.1,283,C001,1,443,,,,
m0155,66ecc46b29b845a7a916ce1874720817,PL254,PL254,WP_132413760.1,WP_132413760.1,285,C001,1,444,,,,
m0139,5b6bcacc9716a844b6969cbeb5e49ef1,PL256,PL256,WP_082403176.1,WP_082403176.1,287,C001,1,455,,,,
m0007,04eb6f62384740641a457083240d65be,PL257,PL257,WP_137976057.1,WP_137976057.1,288,C001,1,378,,,,
m0336,d4376d2f4006abaa992a58c321df357d,PL258,PL258,WP_125191182.1,WP_125191182.1,289,C001,1,315,,,,
m0170,6e59b2b22d0932610243c38a9455adb5,PL259,PL259,WP_141984372.1,WP_141984372.1,290,C001,1,413,,,,
m0322,cb8aae798de32e627b62936dbc407aaf,PL261,PL261,WP_013736455.1,WP_013736455.1,292,C001,1,448,,,,
m0124,4eb20c9016001fd934311ea5fc36f89f,PL262,PL262,WP_143590710.1,WP_143590710.1,293,C001,1,272,,,,
m0347,d8c880a8e19c3f44b32d639747b57222,PL263,PL263,WP_139584963.1,WP_139584963.1,294,C001,1,465,,,,
m0232,95981aed79b153af6c6d1c44c404d164,PL264,PL264,WP_083950838.1,WP_083950838.1,295,C001,1,297,,,,
m0281,b413b66095d2f7ce85f02f9748d49cb5,PL265,PL265,OKK16161.1,OKK16161.1,296,C001,1,425,,,,
m0213,86e8274d483618172b997d8cd41d9088,PL266,PL266,WP_131056699.1,WP_131056699.1,297,C001,1,426,,,,
m0173,6f59754c646b6771593cdb66b1cc732b,PL267,PL267,WP_045318561.1,WP_045318561.1,298,C001,1,424,,,,
m0370,e7456e8fab716e570d81b4e7665698f5,PL268,PL268,WP_075737041.1,WP_075737041.1,299,C001,1,304,,,,
m0292,bd809f78218b2481c1bf1b3a46c74053,PL269,PL269,WP_065917710.1,WP_065917710.1,300,C001,1,276,,,,
m0096,3f5b7ed180255f20639a75548bb8ac56,PL270,PL270,WP_130401777.1,WP_130401777.1,301,C001,1,462,,,,
m0093,3dcbffcfab5a9bf0b1856144dd30e5ef,PL272,PL272,WP_093411427.1,WP_093411427.1,303,C001,1,467,,,,
m0243,9b203af8e18663d4e3880d49e74753ac,PL274,PL274,WP_109639600.1,WP_109639600.1,305,C001,1,422,,,,
m0026,0f43f7fe3f0c0042197df2508ee850e3,PL275,PL275,WP_086784246.1,WP_086784246.1,306,C001,1,418,,,,
m0235,95d3a22f0e3002d3ebc3f9cc29dfe4d8,PL276,PL276,WP_078844206.1,WP_078844206.1,307,C001,1,348,,,,
m0090,3cdb04dfc6e8e2e6816fbe523d088f25,PL279,PL279,KNX38636.1,KNX38636.1,310,C001,1,303,,,,
m0348,dbb69c16a79774a1a51b4b80a8f1bd63,PL280,PL280,WP_083302694.1,WP_083302694.1,311,C001,1,463,,,,
m0088,3b8571a2d62a99f31d344cab5662e8e5,PL281,PL281,WP_093954453.1,WP_093954453.1,312,C001,1,302,,,,
m0382,ece8f45d57141ab0f29280d76fc2a9b7,PL282,PL282,WP_116813002.1,WP_116813002.1,313,C001,1,288,,,,
m0158,688e3468b20f955579952d514c187611,PL283,PL283,WP_089021493.1,WP_089021493.1,314,C001,1,460,,,,
m0251,9ffafefd549320c21cd92af62f19d6eb,PL284,PL284,TQL66274.1,TQL66274.1,315,C001,1,286,,,,
m0401,f85c8564f510148807a599ea6a5cf433,PL285,PL285,WP_123685830.1,WP_123685830.1,316,C001,1,289,,,,
m0293,bd90b02ae5726ceb4ec9f4431ba2ac16,PL286,PL286,WP_084400763.1,WP_084400763.1,317,C001,1,436,,,,
m0349,dcdd75a330b1680da8c69fade4d72aab,PL287,PL287,WP_132183354.1,WP_132183354.1,318,C001,1,454,,,,
m0242,9a39f26de8397ad8e82c7ddd5ffb0a75,PL288,PL288,RZL02950.1,RZL02950.1,319,C001,1,295,,,,
m0328,cefc6b105a243397b6a039e186c6c27b,PL289,PL289,WP_141569747.1,WP_141569747.1,320,C001,1,331,,,,
m0169,6def7fc8a6f81bb797445e688dbb615f,PL291,PL291,OPG10926.1,OPG10926.1,322,C001,1,308,,,,
m0209,84adddad34e99d2a499ea48da9b8e877,PL292,PL292,WP_051808300.1,WP_051808300.1,323,C001,1,277,,,,
m0204,82d420ad8219d9469aeea11873ba7544,PL294,PL294,WP_084578793.1,WP_084578793.1,325,C001,1,337,,,,
m0104,43855fcf31b8ee18bc3c65f3b00f10cb,PL295,PL295,WP_104115406.1,WP_104115406.1,326,C001,1,296,,,,
m0050,20f7abda67d907b1e03456185b9a7df8,PL296,PL296,SPF04022.1,SPF04022.1,327,C001,1,287,,,,
m0332,d0cd1d061b574c3e97321300be9b3c6e,PL297,PL297,WP_120326365.1,WP_120326365.1,328,C001,1,300,,,,
m0074,31564b91ecf89c422e16abc249221256,PL298,PL298,WP_110080872.1,WP_110080872.1,329,C001,1,316,,,,
m0405,fb6cb498ca713c8ff665a94eeaeab29f,PL299,PL299,WP_086668955.1,WP_086668955.1,330,C001,1,375,,,,
m0246,9bc4714d8e79f6fcfcad8aca634001ab,PL300,PL300,WP_092528534.1,WP_092528534.1,331,C001,1,299,,,,
m0162,690953c8ee380d8f7a711710318247ac,PL301,PL301,WP_145923095.1,WP_145923095.1,332,C001,1,487,,,,
m0071,2da35d44369fc57fbab077687acd8caf,PL302,PL302,WP_091450391.1,WP_091450391.1,333,C001,1,281,,,,
m0371,e7d1a404d6aeb48e1849f68fefcf018f,PL303,PL303,WP_067035690.1,WP_067035690.1,334,C001,1,423,,,,
m0345,d887c31f2cd02dc21c2c52c61d02bd31,PL304,PL304,WP_103564314.1,WP_103564314.1,335,C001,1,298,,,,
m0193,7a0b4f5fc6faf46b8f8e8de955097dbe,PL305,PL305,WP_129849678.1,WP_129849678.1,336,C001,1,316,,,,
m0390,f00445f8b289d0164aff442192f24187,PL306,PL306,WP_103939557.1,WP_103939557.1,337,C001,1,292,,,,
m0411,fe354046ad936ac3305fe124cc0c4bcc,PL307,PL307,WP_125313231.1,WP_125313231.1,338,C001,1,309,,,,
m0271,adfd257d774083524a52123058ec51d1,PL308,PL308,WP_075975245.1,WP_075975245.1,339,C001,1,307,,,,
m0241,9a2d32901525985492563aa339b79812,PL309,PL309,WP_068752972.1,WP_068752972.1,340,C001,1,300,,,,
m0248,9c6726c69068e8abf43de5f7f465e825,PL310,PL310,MBA55398.1,MBA55398.1,341,C001,1,303,,,,
m0119,4b8623751837c39c9fe582aa5d675187,PL350,PL350,ACV09511,ACV09511,381,C001,1,319,,,,
m0084,36a989ab704be3f0d22479cc94524084,PL351,PL351,TDP67440,TDP67440,382,C001,1,294,,,,
m0192,79c49015e4218f7c3a46046c08b8030d,PL352,PL352,WP_035284691,WP_035284691,383,C001,1,297,,,,
m0230,93d3e56e0fbe62971eaa3408dd5c2753,PL353,PL353,WP_130342639,WP_130342639,384,C001,1,297,,,,
m0197,7e5680dfd06abf1e4f5a432453eb246d,PL354,PL354,WP_151597653.1,WP_151597653.1,385,C001,1,310,,,,
m0086,3a8b3b50918fa1553710b5c8d094771c,PL355,PL355,WP_187224800.1,WP_187224800.1,386,C001,1,283,,,,
m0182,74f45b9b297fc969ba3fd070bdedc403,PL356,PL356,MBT8227529.1,MBT8227529.1,387,C001,1,451,,,,
m0121,4c8584c9364804042a9544a4f193e5dc,PL357,PL357,MBX3624429.1,MBX3624429.1,388,C001,1,288,,,,
m0075,3159d0f519fd0565b7134f18713e8324,PL358,PL358,WP_085750434.1,WP_085750434.1,389,C001,1,289,,,,
m0098,4128006510697cae616c99ca6fbb128c,PL359,PL359,WP_233427406.1,WP_233427406.1,390,C001,1,299,,,,
m0134,574237800be392daa0a6c80748375073,PL360,PL360,WP_229068674.1,WP_229068674.1,391,C001,1,312,,,,
m0368,e6c65f28982cd50933de3173d5a6959d,PL361,PL361,WP_161104454.1,WP_161104454.1,392,C001,1,295,,,,
m0135,5803ed5f151b9467fa2e8894554b330e,PL362,PL362,MGYP001489421514,MGYP001489421514,393,C001,1,303,,,,
m0231,93e9e12285afdbc5032f261307327236,PL363,PL363,MBN2622270.1,MBN2622270.1,394,C001,1,322,,,,
m0112,486620f02642fa1a8f78c36a2740b0ec,PL364,PL364,MGYP001121581011,MGYP001121581011,395,C001,1,445,,,,
m0205,83679359d645f51f2cc5de9332d999c2,PL365,PL365,WP_221382552.1,WP_221382552.1,396,C001,1,457,,,,
m0183,75970cca0aca8c2628e21abeff92d2b0,PL366,PL366,MGYP000271253724,MGYP000271253724,397,C001,1,420,,,,
m0194,7ad7db832510d64d62b4e29db40fa372,PL367,PL367,WP_184682765.1,WP_184682765.1,398,C001,1,298,,,,
m0272,aea6a56696f03519f9e6511f50cff512,PL368,PL368,MBJ7347705.1,MBJ7347705.1,399,C001,1,292,,,,
m0278,b3098fdcf4be1ef53a8636f87b4e409c,PL369,PL369,MGYP000221121644,MGYP000221121644,400,C001,1,425,,,,
m0167,6c94e122d721e790088493d35c7c03a9,PL370,PL370,WP_203733135.1,WP_203733135.1,401,C001,1,295,,,,
m0132,56793a483b6506d4f822ce4dab41cbcb,PL371,PL371,NUT34383.1,NUT34383.1,402,C001,1,285,,,,
m0303,c0d2eecc958484c772145471290f41e4,PL372,PL372,WP_129786244.1,WP_129786244.1,403,C001,1,287,,,,
m0064,2a3c4f5280e7c5835b8e1428f7044fe3,PL373,PL373,WP_233872418.1,WP_233872418.1,404,C001,1,314,,,,
m0159,68c96339ea5e9153dffdfbe8f9906985,PL374,PL374,WP_139580723.1,WP_139580723.1,405,C001,1,450,,,,
m0131,551946ddbe6046c13ca1a257eab4aeff,PL375,PL375,WP_267938240.1,WP_267938240.1,406,C001,1,405,,,,
m0397,f50fd2a3843ce155233b360ab9cded21,PL376,PL376,WP_167521412.1,WP_167521412.1,407,C001,1,475,,,,
m0258,a2f79a79ff4db5f56ded2690d708f4c9,PL377,PL377,WBC00352.1,WBC00352.1,408,C001,1,415,,,,
m0318,c941981ddefbf835b8fb921890d009e0,PL378,PL378,WP_210157342.1,WP_210157342.1,409,C001,1,452,,,,
m0198,7f597bfa435ab3ad4d01391067fcea07,PL380,PL380,WP_232326807.1,WP_232326807.1,411,C001,1,435,,,,
m0247,9be600f74fc6650fed502d1de7647551,PL381,PL381,GFJ87714.1,GFJ87714.1,412,C001,1,402,,,,
m0280,b3403aecb7ec20ee0e5b0e79cac01b17,PL382,PL382,WP_158852571.1,WP_158852571.1,413,C001,1,398,,,,
m0069,2cdb0469feb77ba7e2d63ca3b108b137,PL384,PL384,WP_031525917.1,WP_031525917.1,415,C001,1,426,,,,
m0191,790629d20f9a499b3cf518e1e7000b71,PL385,PL385,MBX3621832.1,MBX3621832.1,416,C001,1,280,,,,
m0335,d3daf5d62100e8ce832f8dde87008494,PL386,PL386,GIU85367.1,GIU85367.1,417,C001,1,276,,,,
m0215,87d890e381a7d683e581e77330a26d0d,PL387,PL387,WP_203777396.1,WP_203777396.1,418,C001,1,417,,,,
m0049,2053c1f056678cc0df8796d8990fb355,PL389,PL389,WP_111214096.1,WP_111214096.1,420,C001,1,462,,,,
m0126,4fc6ca50b7b51c5b7f98512adca3c679,PL390,PL390,WP_203790592.1,WP_203790592.1,421,C001,1,410,,,,
m0114,499c56dadef662e14b044019d288f152,PL396,PL396,GHJ08786.1,GHJ08786.1,427,C001,1,427,,,,
m0393,f2230dff660f44612d863d5256b21d66,PL397,PL397,WP_084261341.1,WP_084261341.1,428,C001,1,473,,,,
m0295,bdf8d7a37e7c86332298115201631ed5,PL398,PL398,WP_265247586.1,WP_265247586.1,429,C001,1,402,,,,
m0105,440c2c28c74998f465ccf99910827774,PL399,PL399,UAC02078.1,UAC02078.1,430,C001,1,269,,,,
m0174,701849adbc66ce54e28ad407951aee3b,PL400,PL400,WP_252811421.1,WP_252811421.1,431,C001,1,424,,,,
m0163,6b1009cf128e698e040b3329caa14ce2,PL401,PL401,WP_229836555.1,WP_229836555.1,432,C001,1,285,,,,
m0042,1801d10ed570ce70933bdbe9f25a34b6,PL402,PL402,WP_239135698.1,WP_239135698.1,433,C001,1,279,,,,
m0176,706fff86ca9f67473863ad795f5707fc,PL403,PL403,WP_252275389.1,WP_252275389.1,434,C001,1,296,,,,
m0320,c9ffb681928784046345a8ec3ee7f48b,PL404,PL404,WP_271190254.1,WP_271190254.1,435,C001,1,417,,,,
m0015,0a552022c4776bbf93ebe23164db0cd0,PL405,PL405,MBW4703769.1,MBW4703769.1,436,C001,1,474,,,,
m0340,d5df0a16c2eaa48e8fab4f9997684475,PL407,PL407,WP_269740835.1,WP_269740835.1,438,C001,1,299,,,,
m0344,d79cf5b4d590dd725f813e9a110c9f14,PL408,PL408,MCF0091346.1,MCF0091346.1,439,C001,1,469,,,,
m0225,908216a2c74668c66d426a981d0e781f,PL409,PL409,GGR16917.1,GGR16917.1,440,C001,1,431,,,,
m0404,fb2204e84d7a9a86df947cd20e179223,PL410,PL410,WP_199199185.1,WP_199199185.1,441,C001,1,339,,,,
m0229,93b32d1591ea6472ac216d086e5cbcd0,PL411,PL411,WP_247056560.1,WP_247056560.1,442,C001,1,308,,,,
m0053,21b9ee3c2d064bd97bf205292edd4e77,PL412,PL412,WP_239125827.1,WP_239125827.1,443,C001,1,288,,,,
m0394,f2a58e1db1245fbca5aba50020c17682,PL413,PL413,WP_203812622.1,WP_203812622.1,444,C001,1,293,,,,
m0266,aa5e991d0a1e69991b26163c98de8ec8,PL414,PL414,PWR09075.1,PWR09075.1,445,C001,1,292,,,,
m0324,cbddcdc003933ffe8ee63f00b7c12abf,PL415,PL415,WP_203906211.1,WP_203906211.1,446,C001,1,301,,,,
m0018,0bed3021f541af53d7f9285ae8d85094,PL416,PL416,WP_144022925.1,WP_144022925.1,447,C001,1,296,,,,
m0110,482a4e9fd90b37223b8f0f81a2d54eea,PL418,PL418,MBT9528079.1,MBT9528079.1,449,C001,1,299,,,,
m0363,e525d1329e534ccfe83308865ef3fa06,PL419,PL419,MTK05241.1,MTK05241.1,450,C001,1,449,,,,
m0171,6e80f2f31cbe7bc9184caed2bea23776,PL420,PL420,WP_239086781.1,WP_239086781.1,451,C001,1,290,,,,
m0095,3ed7551a77d0f6098185c1af7d8c8385,PL421,PL421,WP_093473685.1,WP_093473685.1,452,C001,1,303,,,,
m0339,d5a5677d777e4a427d908bb7cedd98df,PL424,PL424,WP_264933993.1,WP_264933993.1,455,C001,1,455,,,,
m0003,010991495537828f0796c93512058d2e,PL425,PL425,MGYP000321434903,MGYP000321434903,456,C001,1,259,,,,
m0077,3195c72d9a6cc23e6a918505eb460744,PL426,PL426,WP_256510026.1,WP_256510026.1,457,C001,1,266,,,,
m0041,17cf0142a842915adf56bd16d1f70336,PL427,PL427,WP_260709492.1,WP_260709492.1,458,C001,1,437,,,,
m0377,eba0373101b5f637e985de667b0b86e7,PL428,PL428,GGO06455.1,GGO06455.1,459,C001,1,296,,,,
m0070,2d321d769e7c7464a135d954c2a9a866,PL429,PL429,WP_149259982.1,WP_149259982.1,460,C001,1,309,,,,
m0212,8665fb3ab4a93730539cbcef27fe971c,PL430,PL430,MBN1171866.1,MBN1171866.1,461,C001,1,325,,,,
m0012,073f8bc76f09e2183891c86f93e05b7d,PL431,PL431,MBO9569276.1,MBO9569276.1,462,C001,1,284,,,,
m0052,21529d199ac34be22c7967f66af4194b,PL432,PL432,GIG90696.1,GIG90696.1,463,C001,1,472,,,,
m0276,b2964719fb8ec22dc054cd79f0d5be48,PL433,PL433,WP_086599340.1,WP_086599340.1,464,C001,1,455,,,,
m0097,4101ed79233a5b5898733d86311407b2,PL434,PL434,WP_019633337.1,WP_019633337.1,465,C001,1,301,,,,
m0094,3ecb425bded1a0f79d8f0e0d110588f5,PL435,PL435,WP_109361459.1,WP_109361459.1,466,C001,1,432,,,,
