node_id,sequence_md5,identifier,identifier_all,accession,accession_all,pazy_id,component_id,size_rank,sequence_length,enzyme_name,organism,v1_component,cath
m0145,4dfca93c424da8986ee3fb484d868de2,17,17,GBD22443.1;GBD22443;A0A2H5Z9R5;7EOA,GBD22443.1;GBD22443;A0A2H5Z9R5;7EOA,17,C001,1,293,LCC-like;BhrPETase,bacterium HR29;HR29,1,3.40.50.1820
m0304,a5e57aa9699b655bb23f42f50c4debb3,18,18,WP_015787089.1;W0TJ64;4WFK,WP_015787089.1;W0TJ64;4WFK,18,C001,1,304,Cut190,Saccharomonospora viridis;Saccharomonospora viridis AHK190,1,3.40.50.1820
m0374,cae1f0e206dd5d377dbfb013f72cd60c,19,19,CAH17554.1;AJ810119;Q6A0I3,CAH17554.1;AJ810119;Q6A0I3,20,C001,1,301,BTA-2;TfH,Thermobifida fusca;Thermobifida fusca DSM43793,1,3.40.50.1820
m0209,7290711b3d888830a61b777dcd01df5d,20,20,ADV92528.1;E9LVI0_THEFU,ADV92528.1;E9LVI0_THEFU,21,C001,1,262,TfH42_Cut1,Thermobifida fusca;Thermobifida fusca DSM44342,1,3.40.50.1820
m0382,cf88b3e711edffd341ba052fb3365c25,21,21,CBY05530;E5BBQ3_THEFU;4CG1,CBY05530;E5BBQ3_THEFU;4CG1,25,C001,1,261,TfCut_2;Cut-2.kw3,Thermobifida fusca,1,3.40.50.1820
m0125,46578a460f23e13d1ebe0b0ebf887282,22,22,ADV92527.1;ADV92571;E9LVH9;5LUJ,ADV92527.1;ADV92571;E9LVH9;5LUJ,29,C001,1,262,Thc_Cut2;Thc_cut2,Thermobifida cellulosilytica;Thermobifida cellulosilytica DSM44535,1,3.40.50.1820
m0347,be8748feeb335dbb23ea57c0ca66828f,23,23,WP_012851645.1;D1A9G5,WP_012851645.1;D1A9G5,30,C001,1,289,Tcur_1278,Thermomonospora curvata;Thermobifida curvata DSM43183,1,3.40.50.1820
m0274,95b8c354124ce6fc0e73869c1285b609,24,24,WP_012850775.1;ACY95991.1;D1A2H1,WP_012850775.1;ACY95991.1;D1A2H1,31,C001,1,292,Tcur0390,Thermomonospora curvata;Thermobifida curvata DSM43183,1,3.40.50.1820
m0217,761f31759bb5d73ea55282d40c050c2e,25,25,AFA45122.1;H6WX58,AFA45122.1;H6WX58,32,C001,1,262,Thh_Est,Thermobifida halotolerans,1,3.40.50.1820
m0077,2b9fd2b29499ad2d285db6505328e11d,26,26,BAI99230.2;BAI99230;D4Q9N1,BAI99230.2;BAI99230;D4Q9N1,33,C001,1,296,Est1;Enzyme 708,Thermobifida alba;Thermobifida alba AHK119,1,3.40.50.1820
m0170,5e3a225d0c4dad34e74078ea45904b70,27,27,ADV92525.1;E9LVH7,ADV92525.1;E9LVH7,34,C001,1,262,Tha_Cut1;cut1,Thermobifida alba;Thermobifida alba DSM43185,1,3.40.50.1820
m0367,c627badfbdd42acfa7664595a681b789,28,28,BAK48590.1;F7IX06;6AID,BAK48590.1;F7IX06;6AID,35,C001,1,300,Est119;Est2,Thermobifida alba;Thermobifida alba AHK119,1,3.40.50.1820
m0320,afb025038508228d84d2fe8c130d5d14,30,30,WP_111881932.1;WP_111881932,WP_111881932.1;WP_111881932,38,C001,1,364,PET27,Aequorivita sp. CIP111184,1,3.40.50.1820
m0432,e6cfd2897ec399a6f1d3ec1c6a98cdb7,31,31,WP_039353427.1;WP_039353427;A0A0C1F4U8;7PZJ,WP_039353427.1;WP_039353427;A0A0C1F4U8;7PZJ,39,C001,1,366,PET30,Kaistella jeonii;Kaistella (Chryseobacterium) jeonii,1,3.40.50.1820
m0446,ee0092b4288da1c69a59e16f2b702cdf,32,32,ACC95208.1;7ECB,ACC95208.1;7ECB,40,C001,1,308,PET2;lipIAF5-2,Metagenome-derived with  no obvious affiliation;Metagenome,1,3.40.50.1820
m0207,71d88f44c8ddca8715a62d0d30305df5,33,33,RLI42440.1;A0A497NK85;8B4U,RLI42440.1;A0A497NK85;8B4U,41,C001,1,262,PET46,Candidatus Bathyarchaeota archaeon,1,3.40.50.1820
m0397,d67ede223c06bbb9c7903735558b4123,62,62,AGT96415.1;AGT96415;T1W006,AGT96415.1;AGT96415;T1W006,82,C001,1,314,MGS0109 (KC986401);MGS0109,Marine metagenome,1,3.40.50.1820
m0277,9610434481ec16c88506a703693f96ab,105,105,YNPsite05_CeleraDRAFT_401410;7QJM,YNPsite05_CeleraDRAFT_401410;7QJM,134,C001,1,380,202;Enzyme 202,Chloroflexus sp. MS-G,1,3.40.50.1820
m0398,d6bebd05cc2bbecb20e2248f69ec70d0,106,106,YNP18_240440,YNP18_240440,135,C001,1,250,204;Enzyme 204 like,Metagenome,,
m0439,eb083b03c764314dd374fe8c25f98488,107,107,JzSedJan11_10004914,JzSedJan11_10004914,136,C001,1,272,211;Enzyme 211 like,Metagenome,,
m0312,aaa184289d853bcf736eda85066f3e23,108,108,YNPsite06_CeleraDRAFT_160970,YNPsite06_CeleraDRAFT_160970,137,C001,1,248,214;Enzyme 214 like,Metagenome,,
m0310,aa2bdf8b95c633e11b920c991aa91e25,109,109,YNPsite06_CeleraDRAFT_367810,YNPsite06_CeleraDRAFT_367810,138,C001,1,219,301;Enzyme 301 like,Metagenome,,
m0255,88c057e08abd5cd2d38525a4b182df17,110,110,GxsBSedJan11_10251181,GxsBSedJan11_10251181,139,C001,1,240,305;Enzyme 305 like,Metagenome,,
m0115,42091824cdf4b41fc5df083621ce6549,111,111,JGI20132J14458_10325381,JGI20132J14458_10325381,140,C001,1,186,307;Enzyme 307 like,Metagenome,,
m0186,677a11fa0e32fbd01338ba6d30fc718b,112,112,KPI12031.1;WP_082414832.1,KPI12031.1;WP_082414832.1,142,C001,1,302,Enzyme 405;405,Actinobacteria bacterium OK074,1,3.40.50.1820
m0204,70461e4ccc8f072afc5757915d4ab26f,113,113,WP_162908185.1;WP_117215036.1,WP_162908185.1;WP_117215036.1,144,C001,1,436,407;Enzyme 407,Allorhizocola rhizosphaerae;Allorhizocoloa rhizosphaerae,,
m0179,6435b353e1e02d2f720bc95ef5cb13af,114,114,EGD44994.1;E9UPM2,EGD44994.1;E9UPM2,147,C001,1,294,Enzyme 503 like;503,Nocardioidaceae bacterium,1,3.40.50.1820
m0038,1197ee1b96f74dd16a31dad1ba334c46,115,115,WP_062195544.1,WP_062195544.1,148,C001,1,292,Enzyme 406;CtPl,Caldimonas taiwanensis;Comamonadaceae bacterium,1,3.40.50.1820
m0451,ef08656ab980fbd8c17fe79b6060a681,116,116,SJZ42839.1;WP_078759821.1;7QJO,SJZ42839.1;WP_078759821.1;7QJO,149,C001,1,311,MtCut;Enzyme 606;606,Marinactinospora thermotolerans,1,3.40.50.1820
m0148,4f68c367317a6c09df48faffc017ad9e,117,117,WP_093412886.1;7QJP,WP_093412886.1;7QJP,151,C001,1,293,Enzyme 611;611,Saccharopolyspora flava,1,3.40.50.1820
m0417,e125fba23d29946317aa25973b8c03cb,118,118,WP_104613137.1,WP_104613137.1,152,C001,1,301,Enzyme 701;701,Thermobifida fusca,1,3.40.50.1820
m0034,10d87dbad4c4c7bfd7d5c331cef5b9ce,119,119,ADM47605.1;Q6A0I4;7QJQ,ADM47605.1;Q6A0I4;7QJQ,153,C001,1,262,Enzyme 702;702,Thermobifida fusca,1,3.40.50.1820
m0055,1e1f498fae0e6d56fb87a52a1fef96ff,120,120,WP_083947829;WP_083947829.1;7QJT,WP_083947829;WP_083947829.1;7QJT,154,C001,1,284,Enzyme 711;711,Thermobifida cellulosilytica,1,3.40.50.1820
m0268,925eaa1d8c145880ff409530b973e7fe,131,131,SAY37582.1,SAY37582.1,171,C001,1,260,PHL-21;PHL-2,compost metagenome;Compost metagenome,1,3.40.50.1820
m0002,00855c73c087597a6c69fa2b114d731e,132,132,SAY37579.1,SAY37579.1,172,C001,1,260,PHL-11;PHL-1,compost metagenome;Compost metagenome,1,3.40.50.1820
m0430,e6c1800b97f5f0184a1dd73540deb95a,133,133,SAY37583.1,SAY37583.1,173,C001,1,259,PHL-31;PHL-3,Compost metagenome,1,3.40.50.1820
m0313,aaa9786d473a7eb02349e757ab50352c,134,134,SAY37584.1,SAY37584.1,174,C001,1,257,PHL-41;PHL-4,Compost metagenome,1,3.40.50.1820
m0023,0c75d9f81ae52914a609ec24d4c68ea2,135,135,SAY37587;SAY37587.1,SAY37587;SAY37587.1,175,C001,1,257,PHL-51;PHL-5,Compost metagenome,1,3.40.50.1820
m0464,f5ac2c525370f659e6c1b4fc71e16ce1,136,136,SAY37589;SAY37589.1,SAY37589;SAY37589.1,176,C001,1,257,PHL-61;PHL-6,Compost metagenome,1,3.40.50.1820
m0089,31e8cee08e99636ef7d35f9f5457bb57,138,138,WP_085749238;WP_085749238.1;8AIR,WP_085749238;WP_085749238.1;8AIR,178,C001,1,279,RgPETase;RgCut-I;RgCut-2,Piscinibacter gummiphilus;Rhizobacter gummiphilus NS21,1,3.40.50.1820
m0117,42aa40364f5684f1f255819ab69b7b92,139,139,WP_044499735.1;A0A078MGG8;8AIS,WP_044499735.1;A0A078MGG8;8AIS,179,C001,1,302,PmC;PsCut,Pseudomonas saudimassiliensis;Pseudomonas  mendocina ATCC 53552,1,3.40.50.1820
m0079,2cd5f487f5114193eaf1c99806f6ef63,140,140,WP_036989706.1;A0A031MKR8;8AIT,WP_036989706.1;A0A031MKR8;8AIT,180,C001,1,302,PsCut;PbauzCut,Halopseudomonas bauzanensis;Pseudomonas saudimassiliensis,1,3.40.50.1820
m0361,c3b10fec34299e75939e57d3458275fe,143,143,ADV66860.1;E8U721,ADV66860.1;E8U721,184,C001,1,315,PET1;DmPETase,Deinococcus maricopensis;Deinococcus maricopensis DSM 21211,1,3.40.50.1820
m0426,e5571e8fd143e90bd5db0ca52ce67226,144,144,DAC80635.1;DAC80635;A0A679PDB4,DAC80635.1;DAC80635;A0A679PDB4,185,C001,1,284,SM14;SM14est,Streptomyces sp. SM14;Streptomyces sp.,1,3.40.50.1820
m0399,d78ca54fff3eddbc5a27aec8c337f94f,150,150,WP_058088494.1,WP_058088494.1,194,C001,1,279,AdCut;ApLip-Ec,Acidovorax delafieldii,1,3.40.50.1820
m0173,604018ae8af9058028c669f8ed8de020,151,151,OGB27210;A0A1F4JXW8;7CWG,OGB27210;A0A1F4JXW8;7CWG,195,C001,1,426,ApLip-Ec;BurPL,Burkholderiales bacterium;Aquabacterium parvum,1,3.40.50.1820
m0386,d1aa8fa7800d986fee5acab07614bd0d,152,152,WAU86704;WAU86704.1;8A2C,WAU86704;WAU86704.1;8A2C,196,C001,1,263,PET40,Amycolatopsis bacterium,1,3.40.50.1820
m0411,de58930843f53b731bc34d03f729488d,154,154,WP_090538641;WP_090538641.1,WP_090538641;WP_090538641.1,200,C001,1,304,Hfor_PE-H,Halopseudomonas formosensis,1,3.40.50.1820
m0197,6cfa5991a1358a2618da129bb29a2d1c,155,155,SUD16364;SUD16364.1,SUD16364;SUD16364.1,201,C001,1,298,PbauzCut;PaCut,Aquipseudomonas alcaligenes;Halopseudomonas bauzanensis,1,3.40.50.1820
m0041,149e83bf7e1c0307af6bc10d0662ef3b,156,156,,,202,C001,1,282,GlacPETase,,,
m0040,1361228bf3f1c19ea8214555076414a7,166,166,SHM40309;SHM40309.1;A0A1M7II12;7YM9,SHM40309;SHM40309.1;A0A1M7II12;7YM9,215,C001,1,299,CaPETase,Cryptosporangium aurantiacum,1,3.40.50.1820
m0383,d03a36b0671215d716f1df2ade24268f,174,174,WP_118011433.1;WP_118011433,WP_118011433.1;WP_118011433,223,C001,1,259,HG-2,Holdemanella biformis,1,3.40.50.1820
m0349,c0173ba184ddb729e7ef9122ecff0145,175,175,RGD93181.1;RGD93181,RGD93181.1;RGD93181,224,C001,1,270,HG-3,Clostridiales bacterium AM23-16LB,1,3.40.50.1820
m0297,a0904c35f59716a292ebfca5adfcbc0e,176,176,WP_013858543.1;A0A150JTB6,WP_013858543.1;A0A150JTB6,225,C001,1,254,HG-4,Heyndrickxia coagulans,1,3.40.50.1820
m0308,aa1b463709fa62d66034d00d46f2bb52,177,177,WP_008690040.1,WP_008690040.1,226,C001,1,313,HG-5,Longicatena bacterium,,
m0364,c51ea9e72ca4f046ba7b615cdd6e1bc0,178,178,,,227,C001,1,273,jmPE13,Pseudomonas sp. JM16B3,1,3.40.50.1820
m0138,4b8f6674246c65fd5e727f3c5653b97c,179,179,,,228,C001,1,271,jmPE14,,,
m0435,e8b2c742a4aaae248ea974667fac5dd6,186,186,,,236,C001,1,287,dsPETase01,,,
m0215,75bb9ab0210af3940fb95e2939ac10fe,187,187,,,237,C001,1,301,dsPETase05,,,
m0341,bc7a038f9383a1c9351ad53e8f89a243,188,188,MEC8523093;MEC8523093.1,MEC8523093;MEC8523093.1,238,C001,1,292,dsPETase05;dsPETase06,Pseudomonadota bacterium,1,3.40.50.1820
m0214,75b2b72259a73dea11dea49d5062379d,190,190,WP_220815207,WP_220815207,241,C001,1,298,PpPETase,Pseudomonas paralcaligenes,,
m0003,009e600d3a7df316a22764026a76e2bc,191,191,WP_142197250.1,WP_142197250.1,242,C001,1,300,ScPETase,Streptomyces calvus,,
m0143,4d4f817cbca0966f4f40247e73036a6e,192,192,,,243,C001,1,275,HGMP01,,,
m0164,5a880c3b46d61fb2b4fa713a243c511a,193,193,QPA27412.1;WP_010659881.1;A0A6I0DYC0,QPA27412.1;WP_010659881.1;A0A6I0DYC0,244,C001,1,352,dsPETase06;PD3,Brucella anthropi;Pseudomonadota bacterium,35,3.40.50.1820
m0267,91fdd1b5e2e32c2e3842e6b87058f3ad,204,204,WP_218920366.1,WP_218920366.1,256,C001,1,298,APET-5,Lentzea guizhouensis,,
m0152,52ac6083b4c7d6faf903f936007224d2,205,205,WP_209642273.1,WP_209642273.1,257,C001,1,270,KbPETase,Kibdelosporangium banguiense,,
m0427,e56db99e4a0ff79df4c68a9972670396,206,206,WP_019629726.1,WP_019629726.1,258,C001,1,285,APET-15,Actinomadura atramentaria,,
m0097,362632b30b43e3854087c699d608f0b1,207,207,MBX3625601.1,MBX3625601.1,259,C001,1,290,APET-17,Rhizobacter sp.,,
m0078,2c71453465b0acb39d172983ac4a7387,208,208,WP_116023875.1,WP_116023875.1,260,C001,1,279,APET-19,Thermomonospora umbrina,,
m0190,68f440a1f49336f2bc51060f5c2e99f1,209,209,MBO9532528.1,MBO9532528.1,261,C001,1,293,APET-20,Solirubrobacteraceae bacterium,,
m0356,c1a1ed20efb294068bc8e1483c391d0c,210,210,MSQ87502.1,MSQ87502.1,262,C001,1,326,APET-23,Alphaproteobacteria bacterium,,
m0324,b2ce4b3f3cb218404c049bd6ca3c3fef,211,211,WP_018657411.1,WP_018657411.1,263,C001,1,287,APET-24,Actinomadura flavalba,,
m0051,18f1178aa194bcd44f9de9bf8b6ef166,212,212,MPZ00478.1,MPZ00478.1,264,C001,1,285,APET-25,Actinophytocola sp.,,
m0462,f382d762cf0b0bafd3934f5417accc62,213,213,WP_203847453.1,WP_203847453.1,265,C001,1,268,APET-26,Dactylosporangium siamense,,
m0418,e1a1ea6ee428462b281b661258d4bb19,214,214,WP_104739856.1,WP_104739856.1,266,C001,1,288,APET-27,Halopseudomonas oceani,,
m0075,2af6d737171357f18fd9f3cddedf6015,215,215,MBX2857432.1,MBX2857432.1,267,C001,1,275,APET-28,Cellvibrionaceae bacterium,,
m0336,b80b1227f73f4dd4ff1fd9546d415275,216,216,MBE65357.1,MBE65357.1,268,C001,1,305,APET-29,Gammaproteobacteria bacterium,,
m0421,e44d2abc0169b043201fff28f40feeb9,217,217,KZY99137.1,KZY99137.1,269,C001,1,292,APET-32,Oleibacter sp. HI0075,,
m0477,fd6fe4eecb575bbb51d49f121a523532,218,218,SDZ16714.1,SDZ16714.1,270,C001,1,294,Mipa-P,Micromonospora pattaloongensis,,
m0296,a07188a7bbb3e92357c73d9654c37734,219,219,WP_091553551.1,WP_091553551.1,271,C001,1,463,1628,Micromonospora pattaloongensis,,
m0395,d5d535a4628f661aac624e4bf67a6739,220,220,WP_124822775.1,WP_124822775.1,272,C001,1,465,1611,Micromonospora ureilytica,,
m0253,871ef0545eb8542ab53b599df2bff175,221,221,WP_101366623.1,WP_101366623.1,273,C001,1,468,1625,Plantactinospora sp. CNZ320,,
m0366,c5df14884c3311c4b6216b9fc6bf19bd,222,222,WP_110567505.1,WP_110567505.1,274,C001,1,465,1603,Micromonospora arborensis,,
m0333,b6f1885d482dc52936e39d224a8c33d1,223,223,WP_084434874.1,WP_084434874.1,275,C001,1,289,1663,Kibdelosporangium aridum,,
m0450,eeae01ba76427bc51c141cb43ccba7fd,224,224,WP_116180173.1,WP_116180173.1,276,C001,1,288,Kubu-P,Kutzneria buriramensis,,
m0028,0d51bfebc665db66f2d9c28959b141d3,225,225,WP_130464304.1,WP_130464304.1,277,C001,1,472,1538,Plantactinospora sp. B6F1,,
m0384,d09446e7bab13e062244cd0babc73a84,226,226,WP_073887759.1,WP_073887759.1,278,C001,1,415,1465,Saccharothrix sp. CB00851,,
m0441,ebab773a50031e4f18dfa532f93c9379,227,227,WP_088988822.1,WP_088988822.1,279,C001,1,465,1621,Micromonospora chokoriensis,,
m0046,161e4dc2c4ef1e36fe625c65439a815b,228,228,CCH19814.1,CCH19814.1,280,C001,1,465,1617,Micromonospora lupini,,
m0387,d2d63d5f8721e814ea2a657ecc8fe703,229,229,WP_082377728.1,WP_082377728.1,281,C001,1,469,1534,Micromonospora sp. NRRL B-16802,,
m0193,6bfc5e52adfd5c1d647dbdd440a07380,230,230,WP_132386942.1,WP_132386942.1,282,C001,1,447,1489,Micromonospora sp. KC723,,
m0218,77a7b5a521e48effd1710f14533ed6a5,231,231,WP_132337032.1,WP_132337032.1,283,C001,1,443,1521,Micromonospora sp. KC213,,
m0360,c38a15e286e531b02f655ce186f4c301,232,232,WP_099848711.1,WP_099848711.1,284,C001,1,444,1525,Verrucosispora sp. CNZ293,,
m0185,66ecc46b29b845a7a916ce1874720817,233,233,WP_132413760.1,WP_132413760.1,285,C001,1,444,1468,Kribbella albertanoniae,,
m0064,2510ccd8faea4efb0652cab75394adfa,234,234,WP_144126986.1,WP_144126986.1,286,C001,1,275,1507,Catellatospora sichuanensis,,
m0166,5b6bcacc9716a844b6969cbeb5e49ef1,235,235,WP_082403176.1,WP_082403176.1,287,C001,1,455,1491,Saccharothrix sp. NRRL B-16348,,
m0008,04eb6f62384740641a457083240d65be,236,236,WP_137976057.1,WP_137976057.1,288,C001,1,378,1821,Streptomyces violaceusniger,,
m0391,d4376d2f4006abaa992a58c321df357d,237,237,WP_125191182.1,WP_125191182.1,289,C001,1,315,1477,Streptomyces sp. RP5T,,
m0199,6e59b2b22d0932610243c38a9455adb5,238,238,WP_141984372.1,WP_141984372.1,290,C001,1,413,1482,Saccharothrix saharensis,,
m0221,783d312623e9a23ce795d29a255d97a8,239,239,WP_155388305.1,WP_155388305.1,291,C001,1,276,1522,Catellatospora paridis,,
m0375,cb8aae798de32e627b62936dbc407aaf,240,240,WP_013736455.1,WP_013736455.1,292,C001,1,448,1546,Micromonospora sp. (multispecies),,
m0147,4eb20c9016001fd934311ea5fc36f89f,241,241,WP_143590710.1,WP_143590710.1,293,C001,1,272,385,Thermoactinospora rubra,,
m0403,d8c880a8e19c3f44b32d639747b57222,242,242,WP_139584963.1,WP_139584963.1,294,C001,1,465,1642,Micromonospora orduensis,,
m0273,95981aed79b153af6c6d1c44c404d164,243,243,WP_083950838.1,WP_083950838.1,295,C001,1,297,917,Actinomadura bacterium,,
m0328,b413b66095d2f7ce85f02f9748d49cb5,244,244,OKK16161.1,OKK16161.1,296,C001,1,425,1537,Streptomyces sp. CB00455,,
m0252,86e8274d483618172b997d8cd41d9088,245,245,WP_131056699.1,WP_131056699.1,297,C001,1,426,1519,Verrucosispora sp. SN26_14.1,,
m0202,6f59754c646b6771593cdb66b1cc732b,246,246,WP_045318561.1,WP_045318561.1,298,C001,1,424,1678,Lentzea aerocolonigenes,,
m0433,e7456e8fab716e570d81b4e7665698f5,247,247,WP_075737041.1,WP_075737041.1,299,C001,1,304,1496,Streptomyces acidiscabies,,
m0342,bd809f78218b2481c1bf1b3a46c74053,248,248,WP_065917710.1,WP_065917710.1,300,C001,1,276,1169,Lentzea guizhouensis,,
m0111,3f5b7ed180255f20639a75548bb8ac56,249,249,WP_130401777.1,WP_130401777.1,301,C001,1,462,1637,Micromonospora violae,,
m0163,5a6ca9ba6be2179ba6074343233d0a9b,250,250,WP_081971423.1,WP_081971423.1,302,C001,1,265,1463,Dactylosporangium aurantiacum,,
m0108,3dcbffcfab5a9bf0b1856144dd30e5ef,251,251,WP_093411427.1,WP_093411427.1,303,C001,1,467,1545,Micromonospora sediminimaris,,
m0272,9584eb11232d43e7df101608e2829102,252,252,WP_086849962.1,WP_086849962.1,304,C001,1,309,554,Amycolatopsis kentuckyensis,,
m0285,9b203af8e18663d4e3880d49e74753ac,253,253,WP_109639600.1,WP_109639600.1,305,C001,1,422,1573,Lentzea atacamensis,,
m0031,0f43f7fe3f0c0042197df2508ee850e3,254,254,WP_086784246.1,WP_086784246.1,306,C001,1,418,1654,Crossiella equi,,
m0276,95d3a22f0e3002d3ebc3f9cc29dfe4d8,255,255,WP_078844206.1,WP_078844206.1,307,C001,1,348,1555,Streptomyces achromogenes,,
m0009,0600d8fd8a62760bde8393fb0fde0e0d,256,256,WP_091283529.1,WP_091283529.1,308,C001,1,463,1591,Micromonospora haikouensis,,
m0458,f246639aef84a3e6be3c89eac9b2dfbf,257,257,WP_112669767.1,WP_112669767.1,309,C001,1,461,1620,Micromonospora saelicesensis,,
m0105,3cdb04dfc6e8e2e6816fbe523d088f25,258,258,KNX38636.1,KNX38636.1,310,C001,1,303,1240,Luteipulveratus halotolerans,,
m0407,dbb69c16a79774a1a51b4b80a8f1bd63,259,259,WP_083302694.1,WP_083302694.1,311,C001,1,463,1594,Micromonospora carbonacea,,
m0103,3b8571a2d62a99f31d344cab5662e8e5,260,260,WP_093954453.1,WP_093954453.1,312,C001,1,302,1457,Amycolatopsis vastitatis,,
m0445,ece8f45d57141ab0f29280d76fc2a9b7,261,261,WP_116813002.1,WP_116813002.1,313,C001,1,288,247,Steroidobacter cummioxidans,,
m0188,688e3468b20f955579952d514c187611,262,262,WP_089021493.1,WP_089021493.1,314,C001,1,460,1641,Micromonospora coriariae,,
m0293,9ffafefd549320c21cd92af62f19d6eb,263,263,TQL66274.1,TQL66274.1,315,C001,1,286,1309,Nocardioides albertanoniae,,
m0468,f85c8564f510148807a599ea6a5cf433,264,264,WP_123685830.1,WP_123685830.1,316,C001,1,289,414,Amycolatopsis bacterium,,
m0343,bd90b02ae5726ceb4ec9f4431ba2ac16,265,265,WP_084400763.1,WP_084400763.1,317,C001,1,436,1506,Lentzea albidocapillata,,
m0408,dcdd75a330b1680da8c69fade4d72aab,266,266,WP_132183354.1,WP_132183354.1,318,C001,1,454,1493,Micromonospora sp. KC606,,
m0284,9a39f26de8397ad8e82c7ddd5ffb0a75,267,267,RZL02950.1,RZL02950.1,319,C001,1,295,1395,Herbihabitans rhizosphaerae,,
m0381,cefc6b105a243397b6a039e186c6c27b,268,268,WP_141569747.1,WP_141569747.1,320,C001,1,331,1478,Streptomyces ipomoeae,,
m0473,fbbad91070ae99aa6eed1595044335d5,269,269,WP_124770494.1,WP_124770494.1,321,C001,1,329,1571,Micromonospora inaquosa,,
m0198,6def7fc8a6f81bb797445e688dbb615f,270,270,OPG10926.1,OPG10926.1,322,C001,1,308,169,Microbispora sp. GKU 823,,
m0248,84adddad34e99d2a499ea48da9b8e877,271,271,WP_051808300.1,WP_051808300.1,323,C001,1,277,1638,Actinoplanes subtropicus,,
m0142,4ce5f290ca4d5d58749e55ef4f739ea0,272,272,WP_111700265.1,WP_111700265.1,324,C001,1,436,1868,Microbispora triticiradicis,,
m0241,82d420ad8219d9469aeea11873ba7544,273,273,WP_084578793.1,WP_084578793.1,325,C001,1,337,1718,Kutzneria sp. 744,,
m0120,43855fcf31b8ee18bc3c65f3b00f10cb,274,274,WP_104115406.1,WP_104115406.1,326,C001,1,296,401,Micromonospora chalcea,,
m0058,20f7abda67d907b1e03456185b9a7df8,275,275,SPF04022.1,SPF04022.1,327,C001,1,287,1392,Streptomyces sp. MA5143a,,
