node_id	sequence_md5	identifier	identifier_all	accession	accession_all	enzyme_name	enzyme_name_all	organism	pazy_id	pazy_id_all	sequence_length	n_source_rows	v1_component	cath
m0093	339540f3809d8ac98ee633f1da7247e9	77	77	XP_014659518.1;AB739034;S6BC01	XP_014659518.1;AB739034;S6BC01	PaE;PaCLE1	PaE;PaCLE1	Moesziomyces antarcticus;Pseudozyma (Candida) antarctica	99	99	224	1	2	3.40.50.1820
m0094	342ff8b50fc233be7b68dc6cd032d5a7	65	65	AKJ87250;KP347755.1;A0A0G3FL20	AKJ87250;KP347755.1;A0A0G3FL20	MGS0084	MGS0084	Environmental metagenome;Metagenome	85	85	411	1	18	TBDY
m0095	34845c057c0fc493b1f6938327b2a52a	328	328	WP_170196788.1	WP_170196788.1	Nyl93	Nyl93	Gordonia asplenii	380	380	376	1		
m0096	3553b7c612834728bae59c60af19fbda	400	400	MGYP001477358452	MGYP001477358452	TEP014	TEP014	Bioreactor metagenome	454	454	300	1		
m0097	362632b30b43e3854087c699d608f0b1	207	207	MBX3625601.1	MBX3625601.1	APET-17	APET-17	Rhizobacter sp.	259	259	290	1		
m0098	36a989ab704be3f0d22479cc94524084	330	330	TDP67440	TDP67440	DP006	DP006	Actinokineospora alba	382	382	294	1		
m0099	38977381259c624bdcec8191c6717c7a	373	373	WP_204038550.1	WP_204038550.1	ESM065	ESM065	Micromonospora qiuiae	425	425	323	1		
m0100	39f5ef8b2abbe007e623b9ceb5a0c815	327	327	U7UHN3	U7UHN3	Nyl87	Nyl87	Peptoniphilus sp. BV3C26	379	379	313	1		
m0101	3a8b3b50918fa1553710b5c8d094771c	334	334	WP_187224800.1	WP_187224800.1	DP017	DP017	Actinokineospora xionganensis	386	386	283	1		
m0102	3b00f12fd36416ff8790c3e56ebd219c	318	318	A0A7V5VEC1	A0A7V5VEC1	Nyl68	Nyl68	Bacteroidota bacterium	370	370	312	1		
m0103	3b8571a2d62a99f31d344cab5662e8e5	260	260	WP_093954453.1	WP_093954453.1	1457	1457	Amycolatopsis vastitatis	312	312	302	1		
m0104	3ccbadd7e660120a138f6df238b1b9ae	71	71	CAA32820.1;P06873;5KXVA	CAA32820.1;P06873;5KXVA	Proteinase K	Proteinase K	Parengyodontium album	93	93	384	1	21	3.40.50.1820
m0105	3cdb04dfc6e8e2e6816fbe523d088f25	258	258	KNX38636.1	KNX38636.1	1240	1240	Luteipulveratus halotolerans	310	310	303	1		
m0106	3d98c4ffc15561968b8fbb11d2ed071a	149	149	AFA76036.1;H6N4Z1	AFA76036.1;H6N4Z1	Lcp2VH2	Lcp2VH2	Gordonia polyisoprenivorans	192	192	388	1	16	NA
m0107	3daf95d51a344e67e10dd0832d970bba	52	52	WP_037320891.1	WP_037320891.1	PLAase I	PLAase I	Amycolatopsis orientalis	68	68	245	1		
m0108	3dcbffcfab5a9bf0b1856144dd30e5ef	251	251	WP_093411427.1	WP_093411427.1	1545	1545	Micromonospora sediminimaris	303	303	467	1		
m0109	3ecb425bded1a0f79d8f0e0d110588f5	412	412	WP_109361459.1	WP_109361459.1	TEP102	TEP102	Streptomyces sp. V2	466	466	432	1		
m0110	3ed7551a77d0f6098185c1af7d8c8385	398	398	WP_093473685.1	WP_093473685.1	ESM186	ESM186	Halopseudomonas yangmingensis	452	452	303	1		
m0111	3f5b7ed180255f20639a75548bb8ac56	249	249	WP_130401777.1	WP_130401777.1	1637	1637	Micromonospora violae	301	301	462	1		
m0112	4101ed79233a5b5898733d86311407b2	411	411	WP_019633337.1	WP_019633337.1	TEP101	TEP101	Actinomadura atramentaria	465	465	301	1		
m0113	4128006510697cae616c99ca6fbb128c	338	338	WP_233427406.1	WP_233427406.1	DP040	DP040	Actinokineospora spheciospongiae	390	390	299	1		
m0114	41ec3fae20c0008c7ca666cd96974233	454	454	WP_107095481.1;KPI31299.1	WP_107095481.1;KPI31299.1	Enzyme 607;607-Nsp	Enzyme 607;607-Nsp	Actinobacteria bacterium OV320	150	150	310	1	1	3.40.50.1820
m0115	42091824cdf4b41fc5df083621ce6549	111	111	JGI20132J14458_10325381	JGI20132J14458_10325381	307;Enzyme 307 like	307;Enzyme 307 like	Metagenome	140	140	186	1		
m0116	426c9c3680fe7091b7e6f1c7a0f7e7d3	81	81	AAP85930.1;Q7WXF6	AAP85930.1;Q7WXF6	PhaZ4	PhaZ4	Cupriavidus necator;Cuprivadus necator ATC17699	103	103	245	1	3	3.40.50.1820
m0117	42aa40364f5684f1f255819ab69b7b92	139	139	WP_044499735.1;A0A078MGG8;8AIS	WP_044499735.1;A0A078MGG8;8AIS	PmC;PsCut	PmC;PsCut	Pseudomonas saudimassiliensis;Pseudomonas  mendocina ATCC 53552	179	179	302	1	1	3.40.50.1820
m0118	4307017d78508de526bb8422be94a4c4	15	15	WP_085749752.1;A4W93_05950;7DZT	WP_085749752.1;A4W93_05950;7DZT	EstB;RgPETase	EstB;RgPETase	Piscinibacter gummiphilus;Pseudomonas sp. strain 9.2	15	15	292	1	1	3.40.50.1820
m0119	4372f68d441785c9d134905aed4aae6b	413	413	WP_211769896.1	WP_211769896.1	TEP103	TEP103	Kutzneria sp. CA-103260	467	467	293	1		
m0120	43855fcf31b8ee18bc3c65f3b00f10cb	274	274	WP_104115406.1	WP_104115406.1	401	401	Micromonospora chalcea	326	326	296	1		
m0121	440c2c28c74998f465ccf99910827774	378	378	UAC02078.1	UAC02078.1	ESM082	ESM082	Dactylosporangium vinaceum	430	430	269	1		
m0122	4413a75f4591f7557a156f377930d8c1	298	298	A0A2E3XQJ6	A0A2E3XQJ6	Nyl18	Nyl18	Halobacteriovoraceae bacterium	350	350	328	1		
m0123	443647f8fdd6aeb0fa7cd9fb8076c86d	305	305	A0A3D4HM79	A0A3D4HM79	Nyl39	Nyl39	Synergistaceae bacterium	357	357	314	1		
m0124	462d8720dba9f954496a198bf18ce71c	51	51	WP_378272130.1	WP_378272130.1	serineprotease	serineprotease	Actinomadura keratinilytica	66	66	386	1		
m0125	46578a460f23e13d1ebe0b0ebf887282	22	22	ADV92527.1;ADV92571;E9LVH9;5LUJ	ADV92527.1;ADV92571;E9LVH9;5LUJ	Thc_Cut2;Thc_cut2	Thc_Cut2;Thc_cut2	Thermobifida cellulosilytica;Thermobifida cellulosilytica DSM44535	29	29	262	1	1	3.40.50.1820
m0126	46e18f09ca1ffe3e4eda0f6cae364c1e	90	90	WP_034398300.1;A0A080NJE8	WP_034398300.1;A0A080NJE8	PhaZCac	PhaZCac	Delftia acidovorans;Commamonas acidivorans YM1609	113	113	734	1	28	3.40.50.1820
m0127	476b1b64d6172e51befe003e4e5d70cb	202	202	BAU20375	BAU20375	PAM	PAM	Actinomadura keratinilytica	254	254	386	1		
m0128	482a4e9fd90b37223b8f0f81a2d54eea	395	395	MBT9528079.1	MBT9528079.1	ESM169	ESM169	Rhizobacter sp.	449	449	299	1		
m0129	4862c74fdcd52e6437a16fe8f493fc97	326	326	R5FI29	R5FI29	Nyl85	Nyl85	Faecalibacterium sp. CAG:1138	378	378	302	1		
m0130	486620f02642fa1a8f78c36a2740b0ec	343	343	MGYP001121581011	MGYP001121581011	DP059	DP059	Compost metagenome	395	395	445	1		
m0131	48ba5f056713b1c70f39bd5277e17500	312	312	A0A661XAJ6	A0A661XAJ6	Nyl57	Nyl57	Candidatus Zhuqueibacterota bacterium	364	364	315	1		
m0132	499c56dadef662e14b044019d288f152	375	375	GHJ08786.1	GHJ08786.1	ESM070	ESM070	Micromonospora sp. AKA109	427	427	427	1		
m0133	4a8a820285b21e37bfae31e65489a8ab	104	104	YNP6_02150;A0AA96WDD6	YNP6_02150;A0AA96WDD6	102;Enzyme 102 like	102;Enzyme 102 like	Metagenome	133	133	305	1		
m0134	4ae54f06384b9660b40e76e9a902f585	121	121	OP972509;WBR49956	OP972509;WBR49956	UMG-SP-1	UMG-SP-1	Environmental sample;Metagenome	155	155	438	1	10	3.90.1300.10
m0135	4b02a9379189f4f3f4a6d2b07ad427c9	83	83	WP_010811062.1;Q0JZG9	WP_010811062.1;Q0JZG9	PhaZ6;PhaZd1	PhaZ6;PhaZd1	Cupriavidus necator;Cuprivadus necator ATC17699	105	105	362	1	31	3.40.50.1820
m0136	4b50fcb2d78d50a7f5693abba7e356b1	12	12	WP_003460012.1;W6R2Y2	WP_003460012.1;W6R2Y2	lip1;Mors1;PpEst	lip1;Mors1;PpEst	Ectopseudomonas oleovorans	12	12	201	1	17	TBDX
m0137	4b8623751837c39c9fe582aa5d675187	329	329	ACV09511	ACV09511	DP003	DP003	Jonesia denitrificans	381	381	319	1		
m0138	4b8f6674246c65fd5e727f3c5653b97c	179	179			jmPE14	jmPE14		228	228	271	1		
m0139	4be16a85172c726f7f8d6dbd2053955f	473	473	AII11221;A0A076EZK2	AII11221;A0A076EZK2	LMC031	LMC031	Rhodococcus opacus R7			348	1	14	2.60.40.420
m0140	4c8584c9364804042a9544a4f193e5dc	336	336	MBX3624429.1	MBX3624429.1	DP038	DP038	Rhizobacter sp.	388	388	288	1		
m0141	4c93b29cd359ce02e9f06d853bb00619	14	14	WP_085690612	WP_085690612	MG8;EstB	MG8;EstB	Pseudomonas sp. B10;Pseudomonas sp.	14	14	218	1	38	3.40.50.1820
m0142	4ce5f290ca4d5d58749e55ef4f739ea0	272	272	WP_111700265.1	WP_111700265.1	1868	1868	Microbispora triticiradicis	324	324	436	1		
m0143	4d4f817cbca0966f4f40247e73036a6e	192	192			HGMP01	HGMP01		243	243	275	1		
m0144	4d6c690dd47d3941954de2c9d2abaf2f	453	453	E5BBQ2	E5BBQ2	TfCut_1;Cut-1.kw3	TfCut_1;Cut-1.kw3	Thermobifida fusca			319	1	1	3.40.50.1820
m0145	4dfca93c424da8986ee3fb484d868de2	17	17	GBD22443.1;GBD22443;A0A2H5Z9R5;7EOA	GBD22443.1;GBD22443;A0A2H5Z9R5;7EOA	LCC-like;BhrPETase	LCC-like;BhrPETase	bacterium HR29;HR29	17	17	293	1	1	3.40.50.1820
