source,target,pct_id,evalue,bits
n10,n44,98.5,3.770e-145,518.0
n10,n45,91.6,1.590e-135,486.0
n10,n46,98.5,3.770e-145,518.0
n10,n47,52.0,9.520e-64,247.0
n10,n5,60.1,3.040e-86,322.0
n10,n50,33.7,1.170e-29,134.0
n10,n51,52.6,1.680e-68,263.0
n10,n52,66.7,9.360e-96,354.0
n10,n53,67.3,7.160e-96,354.0
n10,n54,63.6,1.070e-91,340.0
n10,n55,53.8,2.070e-71,273.0
n10,n56,53.8,7.130e-72,274.0
n10,n57,54.5,2.450e-72,276.0
n10,n58,53.6,1.620e-71,273.0
n10,n59,48.3,6.170e-63,245.0
n10,n6,60.3,9.450e-88,327.0
n10,n60,47.0,1.160e-61,240.0
n10,n61,46.2,6.380e-60,235.0
n10,n62,62.5,6.540e-89,331.0
n10,n63,30.2,9.320e-19,98.0
n10,n64,64.7,1.060e-91,340.0
n10,n66,49.8,9.190e-67,257.0
n10,n67,35.2,8.410e-28,128.0
n10,n68,51.3,1.520e-69,267.0
n10,n69,60.4,2.040e-82,309.0
n10,n7,51.5,7.520e-69,264.0
n10,n70,48.0,4.130e-67,258.0
n10,n71,46.8,6.820e-62,241.0
n10,n72,59.9,2.110e-87,326.0
n10,n73,52.7,2.500e-72,276.0
n10,n74,78.2,5.320e-115,418.0
n10,n75,48.5,3.600e-61,239.0
n10,n76,49.1,1.020e-65,254.0
n10,n77,50.0,4.130e-67,258.0
n10,n78,59.8,3.360e-85,319.0
n10,n79,34.0,2.450e-27,126.0
n10,n8,97.3,4.610e-143,511.0
n10,n80,96.2,3.910e-142,508.0
n10,n81,62.8,1.080e-91,340.0
n10,n82,34.2,1.870e-27,127.0
n10,n83,48.7,1.020e-57,227.0
n10,n86,49.4,5.050e-65,252.0
n10,n87,58.6,2.760e-79,299.0
n10,n88,50.2,2.420e-67,259.0
n10,n89,48.7,1.920e-64,250.0
n10,n9,58.6,2.940e-81,305.0
n100,n107,32.5,8.370e-22,108.0
n101,n102,32.6,3.050e-21,107.0
n101,n108,35.3,9.950e-24,115.0
n101,n109,30.9,2.130e-44,184.0
n101,n111,34.9,1.230e-64,251.0
n101,n99,33.2,2.840e-61,240.0
n102,n103,37.2,1.090e-69,268.0
n102,n109,34.5,7.330e-58,229.0
n102,n110,34.7,1.130e-36,158.0
n102,n111,35.8,5.960e-43,179.0
n102,n99,35.3,5.000e-58,229.0
n103,n108,31.8,6.420e-39,166.0
n103,n109,36.9,3.160e-72,277.0
n103,n110,31.4,1.470e-52,211.0
n103,n111,35.3,4.530e-67,259.0
n103,n99,36.5,6.090e-72,275.0
n104,n108,32.0,4.620e-21,106.0
n104,n109,31.9,3.320e-34,150.0
n104,n110,36.6,1.990e-25,121.0
n104,n111,32.7,6.260e-33,146.0
n104,n99,34.8,2.420e-36,157.0
n106,n107,58.1,2.510e-103,379.0
n106,n109,31.0,2.580e-07,60.0
n107,n108,37.3,2.610e-07,60.0
n108,n109,32.6,2.430e-46,190.0
n108,n110,38.3,1.170e-32,145.0
n108,n111,31.9,3.510e-53,213.0
n108,n99,31.7,3.280e-51,206.0
n109,n110,34.9,5.190e-66,256.0
n109,n111,35.7,2.480e-73,280.0
n109,n99,35.5,2.650e-67,260.0
n11,n12,93.1,2.800e-140,502.0
n11,n13,97.7,6.880e-147,523.0
n11,n14,93.1,1.060e-139,500.0
n11,n15,100.0,2.530e-149,532.0
n11,n16,75.2,4.070e-115,418.0
n11,n18,52.0,5.030e-73,278.0
n11,n19,46.8,1.470e-64,250.0
n11,n2,64.8,7.890e-95,351.0
n11,n20,49.1,1.790e-62,243.0
n11,n21,52.4,3.860e-65,252.0
n11,n22,83.1,6.050e-127,457.0
n11,n23,82.4,4.340e-125,451.0
n11,n24,65.3,2.930e-97,359.0
n11,n25,92.3,9.000e-139,497.0
n11,n26,99.2,2.780e-148,528.0
n11,n27,83.1,6.050e-127,457.0
n11,n28,56.0,1.050e-78,297.0
n11,n29,94.3,1.140e-141,506.0
n11,n30,100.0,6.650e-150,533.0
n11,n31,93.1,2.800e-140,502.0
n11,n32,51.0,5.570e-72,275.0
n11,n33,60.1,5.930e-82,308.0
n11,n34,60.1,2.250e-81,306.0
n11,n36,48.9,1.470e-64,250.0
n11,n4,49.4,5.390e-67,258.0
n11,n40,30.5,8.430e-20,101.0
n11,n41,48.7,3.620e-63,245.0
n11,n42,51.9,7.770e-74,281.0
n11,n43,44.2,3.510e-50,202.0
n11,n44,100.0,2.530e-149,532.0
n11,n45,93.1,1.060e-139,500.0
n11,n46,100.0,2.530e-149,532.0
n11,n47,52.4,3.860e-65,252.0
n11,n5,61.2,7.730e-90,334.0
n11,n50,33.7,5.270e-30,135.0
n11,n51,53.0,1.160e-69,267.0
n11,n52,67.8,3.110e-99,365.0
n11,n53,68.4,2.380e-99,366.0
n11,n54,64.8,3.540e-95,352.0
n11,n55,54.9,6.890e-75,284.0
n11,n56,54.9,2.370e-75,286.0
n11,n57,55.7,8.140e-76,287.0
n11,n58,54.0,2.950e-73,279.0
n11,n59,49.1,5.050e-65,252.0
n11,n6,61.5,3.140e-91,339.0
n11,n60,47.8,1.620e-63,247.0
n11,n61,46.6,1.160e-61,240.0
n11,n62,63.6,2.170e-92,342.0
n11,n63,31.1,7.630e-21,105.0
n11,n64,65.9,5.990e-95,351.0
n11,n66,50.2,2.190e-68,263.0
n11,n67,35.2,1.870e-27,127.0
n11,n68,52.0,7.270e-72,274.0
n11,n69,60.8,2.850e-84,315.0
n11,n7,52.2,1.790e-70,270.0
n11,n70,49.1,2.590e-69,266.0
n11,n71,47.5,3.270e-64,249.0
n11,n72,61.1,5.350e-91,338.0
n11,n73,53.4,9.170e-75,284.0
n11,n74,79.7,3.560e-119,431.0
n11,n75,49.8,1.910e-62,243.0
n11,n76,49.8,4.880e-68,262.0
n11,n77,50.7,2.590e-69,266.0
n11,n78,60.2,4.690e-87,325.0
n11,n79,34.0,1.100e-27,127.0
n11,n8,98.9,3.090e-147,525.0
n11,n80,97.3,7.610e-146,520.0
n11,n81,64.0,3.580e-95,352.0
n11,n82,34.2,1.870e-27,127.0
n11,n83,48.7,7.060e-59,231.0
n11,n86,49.8,2.050e-66,256.0
n11,n87,59.5,2.040e-82,309.0
n11,n88,50.6,9.820e-69,264.0
n11,n89,49.4,1.200e-66,257.0
n11,n9,59.7,9.780e-85,317.0
n110,n111,32.8,3.260e-57,226.0
n110,n99,31.3,7.740e-51,205.0
n111,n99,41.8,1.940e-102,377.0
n113,n114,46.6,9.970e-97,357.0
n113,n115,50.4,1.110e-101,374.0
n113,n116,49.6,1.410e-101,374.0
n113,n117,55.5,7.620e-121,438.0
n113,n118,49.4,6.720e-104,381.0
n114,n115,48.1,8.150e-99,364.0
n114,n116,48.1,2.010e-97,360.0
n114,n117,50.8,3.420e-105,386.0
n114,n118,43.0,5.310e-82,309.0
n115,n116,95.2,1.540e-241,839.0
n115,n117,49.1,4.200e-103,379.0
n115,n118,43.1,3.340e-95,352.0
n116,n117,48.9,1.880e-103,380.0
n116,n118,46.0,4.980e-99,365.0
n117,n118,48.0,4.350e-100,369.0
n119,n120,46.9,9.600e-40,167.0
n119,n121,95.3,4.510e-112,408.0
n12,n13,94.7,1.340e-142,509.0
n12,n14,100.0,2.980e-150,535.0
n12,n15,93.1,1.060e-139,500.0
n12,n16,76.7,6.710e-118,427.0
n12,n18,49.8,5.210e-70,268.0
n12,n19,48.0,1.730e-65,253.0
n12,n2,64.0,4.330e-93,345.0
n12,n20,48.0,2.590e-61,239.0
n12,n21,50.8,7.290e-64,248.0
n12,n22,85.8,4.790e-132,474.0
n12,n23,85.8,8.160e-132,473.0
n12,n24,66.0,3.130e-99,365.0
n12,n25,99.2,2.530e-149,532.0
n12,n26,93.1,6.210e-140,500.0
n12,n27,85.8,4.790e-132,474.0
n12,n28,56.0,6.140e-79,298.0
n12,n29,97.3,7.610e-146,520.0
n12,n30,93.1,2.800e-140,502.0
n12,n31,100.0,7.850e-151,537.0
n12,n32,50.2,1.050e-70,270.0
n12,n33,58.8,1.910e-80,303.0
n12,n34,58.8,1.240e-79,300.0
n12,n36,47.7,9.520e-64,247.0
n12,n4,48.7,1.730e-65,253.0
n12,n40,31.1,2.450e-19,100.0
n12,n41,47.2,9.850e-61,237.0
n12,n42,50.4,1.620e-71,273.0
n12,n43,44.1,2.690e-50,203.0
n12,n44,93.1,1.060e-139,500.0
n12,n45,100.0,2.980e-150,535.0
n12,n46,93.1,1.060e-139,500.0
n12,n47,50.8,7.290e-64,248.0
n12,n5,60.8,1.720e-89,333.0
n12,n50,34.3,1.060e-30,138.0
n12,n51,51.9,5.760e-69,265.0
n12,n52,67.0,2.230e-97,359.0
n12,n53,66.9,2.910e-97,359.0
n12,n54,64.0,1.940e-93,346.0
n12,n55,54.3,9.950e-74,280.0
n12,n56,54.7,2.620e-74,282.0
n12,n57,55.1,1.180e-74,283.0
n12,n58,53.6,4.260e-72,275.0
n12,n59,48.3,6.590e-65,251.0
n12,n6,61.1,5.350e-91,338.0
n12,n60,47.4,2.340e-62,243.0
n12,n61,46.6,2.590e-61,239.0
n12,n62,62.8,3.140e-91,339.0
n12,n64,64.7,3.640e-92,342.0
n12,n66,50.2,1.520e-69,267.0
n12,n67,35.7,1.440e-27,127.0
n12,n68,51.7,1.460e-72,277.0
n12,n69,61.2,1.560e-82,310.0
n12,n7,51.9,1.370e-70,270.0
n12,n70,48.7,1.680e-68,263.0
n12,n71,46.8,4.270e-64,248.0
n12,n72,61.5,4.100e-91,338.0
n12,n73,53.1,1.200e-74,283.0
n12,n74,79.7,1.350e-118,429.0
n12,n75,49.0,2.860e-60,236.0
n12,n76,49.4,5.760e-69,265.0
n12,n77,50.0,1.980e-69,266.0
n12,n78,59.8,3.970e-86,322.0
n12,n79,36.0,6.880e-30,135.0
n12,n8,92.7,6.890e-139,497.0
n12,n80,94.3,1.480e-141,506.0
n12,n81,62.8,1.270e-92,343.0
n12,n82,35.2,3.780e-28,129.0
n12,n83,47.1,1.470e-56,223.0
n12,n86,49.8,1.420e-67,260.0
n12,n87,59.1,2.940e-81,305.0
n12,n88,50.9,3.380e-69,265.0
n12,n89,48.7,4.560e-66,255.0
n12,n9,59.3,7.750e-82,307.0
n120,n121,46.2,8.680e-41,171.0
n123,n124,45.4,2.540e-159,566.0
n126,n127,31.0,6.430e-41,172.0
n128,n129,34.2,3.610e-37,159.0
n13,n14,94.6,5.100e-142,507.0
n13,n15,97.7,2.610e-146,522.0
n13,n16,75.2,6.940e-115,417.0
n13,n18,50.9,2.110e-71,273.0
n13,n19,46.5,2.770e-63,246.0
n13,n2,64.8,1.030e-94,350.0
n13,n20,48.7,7.540e-61,238.0
n13,n21,51.6,7.290e-64,248.0
n13,n22,82.4,1.140e-125,453.0
n13,n23,81.2,8.180e-124,447.0
n13,n24,64.9,6.530e-97,357.0
n13,n25,94.6,6.660e-142,507.0
n13,n26,98.5,2.360e-147,525.0
n13,n27,82.4,1.140e-125,453.0
n13,n28,56.0,3.050e-78,295.0
n13,n29,96.6,8.410e-145,517.0
n13,n30,97.7,6.880e-147,523.0
n13,n31,94.7,1.340e-142,509.0
n13,n32,50.2,1.050e-70,270.0
n13,n33,59.3,1.460e-80,303.0
n13,n34,59.3,7.250e-80,301.0
n13,n36,48.1,1.240e-63,247.0
n13,n4,49.8,2.680e-66,256.0
n13,n40,30.5,2.450e-19,100.0
n13,n41,47.6,4.420e-61,238.0
n13,n42,50.7,5.570e-72,275.0
n13,n43,44.5,9.240e-51,204.0
n13,n44,97.7,2.610e-146,522.0
n13,n45,94.6,5.100e-142,507.0
n13,n46,97.7,2.610e-146,522.0
n13,n47,51.6,7.290e-64,248.0
n13,n5,61.6,5.920e-90,334.0
n13,n50,33.9,1.810e-30,137.0
n13,n51,51.9,1.850e-67,260.0
n13,n52,68.2,1.390e-99,366.0
n13,n53,68.4,3.110e-99,365.0
n13,n54,64.8,4.630e-95,351.0
n13,n55,54.2,2.890e-73,279.0
n13,n56,54.5,7.620e-74,281.0
n13,n57,54.9,3.420e-74,282.0
n13,n58,53.6,3.260e-72,275.0
n13,n59,48.7,2.500e-64,249.0
n13,n6,61.1,1.560e-90,336.0
n13,n60,47.0,5.220e-62,242.0
n13,n61,45.9,4.890e-60,235.0
n13,n62,62.5,4.100e-91,338.0
n13,n63,31.1,2.900e-20,103.0
n13,n64,64.7,2.520e-93,346.0
n13,n66,49.8,1.090e-67,260.0
n13,n67,34.8,3.530e-26,122.0
n13,n68,51.3,1.050e-70,270.0
n13,n69,61.2,3.720e-84,315.0
n13,n7,51.5,5.760e-69,265.0
n13,n70,49.8,3.050e-70,269.0
n13,n71,47.2,3.620e-63,245.0
n13,n72,60.7,2.660e-90,335.0
n13,n73,52.7,1.010e-73,280.0
n13,n74,78.9,3.930e-118,428.0
n13,n75,49.4,7.260e-62,241.0
n13,n76,49.4,1.420e-67,260.0
n13,n77,49.6,1.420e-67,260.0
n13,n78,60.2,1.040e-86,324.0
n13,n79,34.7,2.210e-28,130.0
n13,n8,97.3,1.690e-145,519.0
n13,n80,99.6,5.630e-149,530.0
n13,n81,63.6,3.030e-94,349.0
n13,n82,33.9,1.590e-26,124.0
n13,n83,48.3,2.050e-58,230.0
n13,n86,49.8,3.490e-66,255.0
n13,n87,59.1,2.940e-81,305.0
n13,n88,51.3,1.980e-69,266.0
n13,n89,48.7,2.260e-65,253.0
n13,n9,58.9,3.150e-83,312.0
n133,n134,32.4,4.250e-08,63.0
n139,n140,62.4,5.580e-61,238.0
n139,n143,55.3,3.500e-55,218.0
n139,n145,30.2,3.210e-08,62.0
n139,n146,32.4,4.790e-12,75.0
n139,n147,31.7,2.570e-16,89.0
n139,n148,54.0,9.540e-53,210.0
n139,n149,62.7,2.050e-63,246.0
n139,n150,50.3,1.530e-42,176.0
n139,n151,55.8,1.200e-55,220.0
n139,n153,32.4,4.790e-12,75.0
n139,n154,50.0,6.630e-46,188.0
n14,n15,93.0,3.090e-159,565.0
n14,n16,76.6,2.550e-117,425.0
n14,n18,49.7,5.730e-73,278.0
n14,n19,45.3,1.500e-68,263.0
n14,n2,63.9,1.640e-92,343.0
n14,n20,47.5,7.760e-62,241.0
n14,n21,47.2,3.430e-65,252.0
n14,n22,82.4,5.760e-142,507.0
n14,n23,84.4,2.290e-146,522.0
n14,n24,61.7,4.070e-101,372.0
n14,n25,99.0,3.890e-170,601.0
n14,n26,93.1,6.210e-140,500.0
n14,n27,82.4,5.760e-142,507.0
n14,n28,55.0,4.680e-81,305.0
n14,n29,96.6,5.030e-176,621.0
n14,n30,93.1,1.060e-139,500.0
n14,n31,100.0,2.980e-150,535.0
n14,n32,49.3,4.180e-76,289.0
n14,n33,57.1,3.890e-82,309.0
n14,n34,56.4,5.080e-82,308.0
n14,n36,47.7,1.130e-63,247.0
n14,n4,48.4,4.600e-67,258.0
n14,n41,44.3,1.350e-61,240.0
n14,n42,45.1,8.850e-72,274.0
n14,n43,41.0,8.610e-51,205.0
n14,n44,93.0,3.090e-159,565.0
n14,n45,100.0,5.550e-183,644.0
n14,n46,93.0,3.090e-159,565.0
n14,n47,47.2,3.430e-65,252.0
n14,n5,59.5,4.080e-93,345.0
n14,n50,34.3,1.090e-30,138.0
n14,n51,47.9,1.060e-69,267.0
n14,n52,66.9,8.460e-97,357.0
n14,n53,66.8,1.110e-96,357.0
n14,n54,64.1,5.650e-93,344.0
n14,n55,54.4,2.890e-73,279.0
n14,n56,54.8,5.830e-74,281.0
n14,n57,55.1,2.620e-74,282.0
n14,n58,52.5,7.730e-76,288.0
n14,n59,46.7,8.010e-67,258.0
n14,n6,59.8,1.400e-93,347.0
n14,n60,47.4,2.830e-62,243.0
n14,n61,42.7,1.780e-61,240.0
n14,n62,62.7,1.410e-91,340.0
n14,n63,30.5,6.290e-21,105.0
n14,n64,64.7,3.640e-92,342.0
n14,n66,46.8,7.090e-71,271.0
n14,n67,35.7,1.750e-27,127.0
n14,n68,49.3,1.800e-74,283.0
n14,n69,57.6,3.350e-83,312.0
n14,n7,49.0,4.910e-72,275.0
n14,n70,47.6,6.860e-71,271.0
n14,n71,44.8,3.350e-65,252.0
n14,n72,58.9,5.020e-96,355.0
n14,n73,50.7,2.280e-77,293.0
n14,n74,76.5,2.580e-123,445.0
n14,n75,47.5,4.260e-62,242.0
n14,n76,49.3,6.680e-69,265.0
n14,n77,46.2,1.220e-70,270.0
n14,n78,56.6,8.090e-88,327.0
n14,n79,36.0,7.430e-30,135.0
n14,n8,92.7,2.370e-139,498.0
n14,n80,94.0,4.320e-161,571.0
n14,n81,58.8,1.900e-95,353.0
n14,n82,35.2,4.600e-28,129.0
n14,n83,46.1,9.180e-61,238.0
n14,n86,48.4,8.670e-68,261.0
n14,n87,56.1,2.630e-83,312.0
n14,n88,47.7,1.250e-69,267.0
n14,n89,45.8,1.320e-67,260.0
n14,n9,53.5,9.950e-84,314.0
n140,n143,57.7,8.510e-69,264.0
n140,n147,32.8,6.980e-22,108.0
n140,n148,57.5,5.160e-66,255.0
n140,n149,53.8,1.550e-62,243.0
n140,n150,46.2,9.200e-41,171.0
n140,n151,57.7,6.520e-69,264.0
n140,n152,30.3,1.810e-08,63.0
n140,n154,47.8,5.230e-47,191.0
n141,n142,64.5,9.030e-79,297.0
n141,n144,61.6,1.440e-76,290.0
n141,n145,57.3,3.650e-64,248.0
n141,n146,32.5,3.570e-16,89.0
n141,n152,33.0,1.340e-11,74.0
n141,n153,32.5,3.570e-16,89.0
n141,n155,62.8,3.060e-71,272.0
n142,n144,93.3,3.960e-125,451.0
n142,n145,54.7,1.750e-66,256.0
n142,n152,33.2,2.280e-11,73.0
n142,n155,54.3,1.330e-58,230.0
n143,n147,32.7,1.560e-21,107.0
n143,n148,77.1,5.930e-94,347.0
n143,n149,49.6,1.420e-58,230.0
n143,n150,49.3,5.040e-47,191.0
n143,n151,98.3,5.500e-124,447.0
n143,n154,45.9,4.730e-48,195.0
n144,n145,57.3,3.770e-69,265.0
n144,n152,31.3,5.080e-11,72.0
n144,n155,54.8,4.580e-59,231.0
n145,n154,30.1,4.330e-09,65.0
n145,n155,58.9,5.230e-63,245.0
n146,n147,32.6,1.010e-20,104.0
n146,n152,44.2,1.200e-36,157.0
n146,n153,100.0,7.990e-117,423.0
n146,n155,30.8,6.300e-13,78.0
n147,n148,30.6,2.750e-18,96.0
n147,n149,30.9,1.040e-17,94.0
n147,n151,31.9,2.250e-20,103.0
n147,n152,32.2,1.380e-16,90.0
n147,n153,32.6,1.010e-20,104.0
n147,n154,32.7,1.190e-21,107.0
n148,n149,48.7,4.160e-55,218.0
n148,n150,47.1,8.890e-44,181.0
n148,n151,76.2,6.560e-93,344.0
n148,n154,47.8,8.920e-47,191.0
n149,n150,44.3,3.060e-44,182.0
n149,n151,49.2,5.400e-58,228.0
n149,n154,43.7,1.680e-45,186.0
n15,n16,75.1,1.550e-114,416.0
n15,n18,51.4,1.230e-75,287.0
n15,n19,44.3,5.600e-68,262.0
n15,n2,64.6,3.000e-94,349.0
n15,n20,48.6,5.370e-63,245.0
n15,n21,48.6,1.800e-66,257.0
n15,n22,80.4,1.920e-137,492.0
n15,n23,81.1,2.080e-139,499.0
n15,n24,61.4,9.470e-100,367.0
n15,n25,92.7,9.000e-159,563.0
n15,n26,99.2,2.780e-148,528.0
n15,n27,80.4,1.920e-137,492.0
n15,n28,55.0,7.540e-81,304.0
n15,n29,95.0,1.030e-162,576.0
n15,n30,100.0,2.530e-149,532.0
n15,n31,93.1,1.060e-139,500.0
n15,n32,49.7,2.890e-77,292.0
n15,n33,58.2,1.210e-83,314.0
n15,n34,57.4,1.580e-83,313.0
n15,n36,48.9,1.690e-64,250.0
n15,n4,49.1,1.430e-68,263.0
n15,n40,30.4,1.450e-20,104.0
n15,n41,45.5,4.910e-64,248.0
n15,n42,51.7,8.920e-74,281.0
n15,n43,38.2,6.220e-51,205.0
n15,n44,100.0,2.280e-170,602.0
n15,n45,93.0,3.090e-159,565.0
n15,n46,100.0,2.280e-170,602.0
n15,n47,48.6,1.800e-66,257.0
n15,n5,59.8,1.010e-93,347.0
n15,n50,33.7,5.410e-30,135.0
n15,n51,50.2,5.980e-70,268.0
n15,n52,67.7,1.180e-98,363.0
n15,n53,68.3,9.040e-99,364.0
n15,n54,64.9,1.030e-94,350.0
n15,n55,55.0,2.000e-74,283.0
n15,n56,55.0,5.280e-75,285.0
n15,n57,55.7,1.810e-75,286.0
n15,n58,51.5,1.460e-76,290.0
n15,n59,46.5,3.590e-67,259.0
n15,n6,60.1,7.760e-94,347.0
n15,n60,47.8,1.860e-63,247.0
n15,n61,46.6,1.340e-61,240.0
n15,n62,63.5,9.790e-93,344.0
n15,n63,31.2,1.500e-22,111.0
n15,n64,65.9,5.990e-95,351.0
n15,n66,46.8,5.980e-70,268.0
n15,n67,35.2,2.150e-27,127.0
n15,n68,49.7,6.830e-74,281.0
n15,n69,56.8,3.580e-85,319.0
n15,n7,49.4,3.750e-72,275.0
n15,n70,47.9,1.060e-71,274.0
n15,n71,44.7,2.570e-65,253.0
n15,n72,58.7,2.940e-96,356.0
n15,n73,51.0,1.020e-77,294.0
n15,n74,76.8,1.790e-124,449.0
n15,n75,49.3,2.410e-65,253.0
n15,n76,49.6,5.600e-68,262.0
n15,n77,46.9,1.570e-70,270.0
n15,n78,56.7,3.280e-89,332.0
n15,n79,34.0,1.190e-27,127.0
n15,n8,98.9,1.060e-147,526.0
n15,n80,97.7,6.880e-167,590.0
n15,n81,60.4,5.190e-98,361.0
n15,n82,34.2,2.150e-27,127.0
n15,n83,47.5,4.150e-63,245.0
n15,n86,48.4,1.250e-66,257.0
n15,n87,56.5,1.390e-84,317.0
n15,n88,47.4,2.130e-69,266.0
n15,n89,46.4,5.600e-68,262.0
n15,n9,55.6,9.190e-87,324.0
n150,n151,50.7,2.260e-47,193.0
n150,n154,51.9,1.280e-50,203.0
n151,n154,45.4,1.050e-47,194.0
n152,n153,44.2,1.200e-36,157.0
n152,n154,30.3,6.630e-11,71.0
n152,n155,32.6,2.280e-11,73.0
n153,n155,30.8,6.300e-13,78.0
n156,n157,44.1,1.860e-82,310.0
n156,n158,47.1,7.480e-84,315.0
n156,n159,47.7,5.020e-104,382.0
n156,n160,39.9,3.520e-36,156.0
n157,n158,39.9,3.370e-68,263.0
n157,n159,56.0,2.680e-129,466.0
n157,n160,63.1,3.260e-74,282.0
n158,n159,41.3,2.100e-86,323.0
n158,n160,40.6,3.190e-37,159.0
n159,n160,50.0,3.270e-58,229.0
n16,n18,50.2,5.210e-70,268.0
n16,n19,48.9,7.040e-67,258.0
n16,n2,67.8,4.180e-96,355.0
n16,n20,45.7,3.170e-59,232.0
n16,n21,48.5,3.270e-64,249.0
n16,n22,77.8,1.040e-118,430.0
n16,n23,78.2,3.560e-119,431.0
n16,n24,69.1,1.500e-101,373.0
n16,n25,75.9,2.160e-116,422.0
n16,n26,74.7,4.480e-114,414.0
n16,n27,77.8,1.040e-118,430.0
n16,n28,59.1,1.460e-80,303.0
n16,n29,75.9,8.200e-116,420.0
n16,n30,75.2,4.070e-115,418.0
n16,n31,76.7,6.710e-118,427.0
n16,n32,52.9,4.120e-75,285.0
n16,n33,61.3,2.040e-82,309.0
n16,n34,59.7,3.600e-79,299.0
n16,n36,48.1,6.590e-65,251.0
