node_id,sequence_md5,identifier,identifier_all,accession,accession_all,pazy_id,component_id,size_rank,sequence_length,enzyme_name,organism,v1_component,cath
v032,6435b353e1e02d2f720bc95ef5cb13af,,,EGD44994.1,EGD44994.1,,C001,1,294,Enzyme 503 like,Nocardioidaceae bacterium,1,3.40.50.1820
v023,c627badfbdd42acfa7664595a681b789,,,F7IX06,F7IX06,,C001,1,300,Est119; Est2,Thermobifida alba AHK119,1,3.40.50.1820
v033,1b0d2c147b96bad033703fb124a50764,,,G9BY57,G9BY57,,C001,1,293,HRB29-GBD22443 like,LCC leaf compost metagenome,1,3.40.50.1820
v034,4dfca93c424da8986ee3fb484d868de2,,,GBD22443,GBD22443,,C001,1,293,LCC-like,HR29,1,3.40.50.1820
v016,761f31759bb5d73ea55282d40c050c2e,,,H6WX58,H6WX58,,C001,1,262,Thh_Est,Thermobifida halotolerans,1,3.40.50.1820
v063,81f568dbaa464c36246be059cfa19188,,,Ipet,Ipet,,C001,1,282,GlacPETase,Pseudomonas sp.,1,3.40.50.1820
v086,c51ea9e72ca4f046ba7b615cdd6e1bc0,,,Ipet,Ipet,,C001,1,273,jmPE13,Pseudomonas sp. JM16B3,1,3.40.50.1820
v039,37caf8c38d262f6d271a5e7c422d4423,,,JGI20132J14458_10325381,JGI20132J14458_10325381,,C001,1,257,Enzyme 307 like,Metagenome,1,3.40.50.1820
v014,d357a79e14b6376e4d3557864252bfe8,,,JN129499.1,JN129499.1,,C001,1,319,Cut1,Thermobifida fusca NRRL B-8184,1,3.40.50.1820
v015,a0445e5a5b156ccfedc088c49acfd84a,,,JN129500.1,JN129500.1,,C001,1,301,Cut2,Thermobifida fusca NRRL B-8184,1,3.40.50.1820
v037,c48ea13e3b7c4343a47482e71c9b2abe,,,JzSedJan11_10004914,JzSedJan11_10004914,,C001,1,263,Enzyme 211 like,Metagenome,1,3.40.50.1820
v019,710f4592bfa0115da9f3500092b3518f,,,KU695573,KU695573,,C001,1,307,PpCutA; PoCut,Pseudomonas oleovorans DSM 50188,1,3.40.50.1820
v040,bc7a038f9383a1c9351ad53e8f89a243,,,MEC8523093.1,MEC8523093.1,,C001,1,292,dsPETase05,Pseudomonadota bacterium,1,3.40.50.1820
v041,174ba911d73b1edc801c52651ec17efd,,,ODU60407.1,ODU60407.1,,C001,1,305,Enzyme 412,Ketobacter alkanivorans,1,3.40.50.1820
v060,fe08eef9c8f87d7d57af2914ff906b14,,,OK558824,OK558824,,C001,1,316,PLE628,Marinobacter sp.,1,3.40.50.1820
v061,15938ddd57d7448aa110a9139193c91b,,,OK558825,OK558825,,C001,1,307,PET12; PbCut; SbCut; AAW51_2473,Caldimonas brevitalea,1,3.40.50.1820
v043,6c92a78329d5a05cad38caf62075d747,,,P19833,P19833,,C001,1,319,PaCut,Pseudomonas alcaligenes,1,3.40.50.1820
v044,a0445e5a5b156ccfedc088c49acfd84a,,,Q47RJ6_THEFY,Q47RJ6_THEFY,,C001,1,301,WSH03-11; Tfu_0883,Thermobifida fusca YX,1,3.40.50.1820
v045,d357a79e14b6376e4d3557864252bfe8,,,Q47RJ7_THEFY,Q47RJ7_THEFY,,C001,1,319,WSH03-11; Tfu_0882,Thermobifida fusca YX,1,3.40.50.1820
v046,a0445e5a5b156ccfedc088c49acfd84a,,,Q6A0I4,Q6A0I4,,C001,1,301,BTA-1; TfH,Thermobifida fusca DSM43793,1,3.40.50.1820
v047,a9bad1df9172c94be6b225bd32b6bd1d,,,Q8RR62,Q8RR62,,C001,1,304,CtPL; Enzyme 504,Caldimonas taiwanensis+D57,1,3.40.50.1820
v036,e0db2a4f62c16fd0850cb05f28dbe103,,,R4YKL9_OLEAN,R4YKL9_OLEAN,,C001,1,310,PETase,Oleispira antarctica,1,3.40.50.1820
v048,c0173ba184ddb729e7ef9122ecff0145,,,RGD93181,RGD93181,,C001,1,270,HG-3,Clostridiales bacterium AM23-16LB,1,3.40.50.1820
v049,71d88f44c8ddca8715a62d0d30305df5,,,RLI42440.1,RLI42440.1,,C001,1,262,PET46,Candidatus Bathyarchaeota archaeon,1,3.40.50.1820
v050,14a5c3e1584a0ee2518f18810a7fed98,,,RLT92980.1,RLT92980.1,,C001,1,269,Enzyme 403,Ketobacter sp.,1,3.40.50.1820
v051,1545cf731ea10ee62b256807199e37d8,,,RLU00646.1,RLU00646.1,,C001,1,312,RgCut-II,Rhizobacter gummiphilus,1,3.40.50.1820
v052,00855c73c087597a6c69fa2b114d731e,,,SAY37579.1,SAY37579.1,,C001,1,260,PHL-11,Compost metagenome,1,3.40.50.1820
v053,925eaa1d8c145880ff409530b973e7fe,,,SAY37582.1,SAY37582.1,,C001,1,260,PHL-21,Compost metagenome,1,3.40.50.1820
v054,e6c1800b97f5f0184a1dd73540deb95a,,,SAY37583.1,SAY37583.1,,C001,1,259,PHL-31,Compost metagenome,1,3.40.50.1820
v055,aaa9786d473a7eb02349e757ab50352c,,,SAY37584.1,SAY37584.1,,C001,1,257,PHL-41,Compost metagenome,1,3.40.50.1820
v056,0c75d9f81ae52914a609ec24d4c68ea2,,,SAY37587.1,SAY37587.1,,C001,1,257,PHL-51,Compost metagenome,1,3.40.50.1820
v057,f5ac2c525370f659e6c1b4fc71e16ce1,,,SAY37589.1,SAY37589.1,,C001,1,257,PHL-61,Compost metagenome,1,3.40.50.1820
v058,1361228bf3f1c19ea8214555076414a7,,,SHM40309.1,SHM40309.1,,C001,1,299,CaPETase,Cryptosporangium aurantiacum,1,3.40.50.1820
v059,6cfa5991a1358a2618da129bb29a2d1c,,,SUD16364.1,SUD16364.1,,C001,1,298,PbauzCut,Halopseudomonas bauzanensis,1,3.40.50.1820
v024,a5e57aa9699b655bb23f42f50c4debb3,,,W0TJ64,W0TJ64,,C001,1,304,Cut190,Saccharomonospora viridis AHK190,1,3.40.50.1820
v062,d1aa8fa7800d986fee5acab07614bd0d,,,WAU86704.1,WAU86704.1,,C001,1,263,PET40,Amycolatopsis bacterium,1,3.40.50.1820
v064,aa2b99b06ee80b2a22d650e6f32f1c1e,,,WOR09923,WOR09923,,C001,1,257,SIBER-1,Microbispora sp.,1,3.40.50.1820
v134,5a880c3b46d61fb2b4fa713a243c511a,,,WP_010659881.1,WP_010659881.1,,C001,1,352,dsPETase06,Pseudomonadota bacterium,35,3.40.50.1820
v065,a0904c35f59716a292ebfca5adfcbc0e,,,WP_013858543.1,WP_013858543.1,,C001,1,254,HG-4,Heyndrickxia coagulans,1,3.40.50.1820
v067,e6cfd2897ec399a6f1d3ec1c6a98cdb7,,,WP_039353427,WP_039353427,,C001,1,366,PET30,Kaistella (Chryseobacterium) jeonii,1,3.40.50.1820
v069,d78ca54fff3eddbc5a27aec8c337f94f,,,WP_058088494.1,WP_058088494.1,,C001,1,279,AdCut,Acidovorax delafieldii,1,3.40.50.1820
v070,1197ee1b96f74dd16a31dad1ba334c46,,,WP_062195544.1,WP_062195544.1,,C001,1,292,Enzyme 406,Comamonadaceae bacterium,1,3.40.50.1820
v071,325634c8b48334249f0532c897258e2e,,,WP_068824797.1,WP_068824797.1,,C001,1,297,jmPE14,Pseudomonas sp. JM16B3,1,3.40.50.1820
v072,ef08656ab980fbd8c17fe79b6060a681,,,WP_078759821.1,WP_078759821.1,,C001,1,311,MtCut; Enzyme 606,Marinactinospora thermotolerans,1,3.40.50.1820
v073,677a11fa0e32fbd01338ba6d30fc718b,,,WP_082414832.1,WP_082414832.1,,C001,1,302,Enzyme 405,Actinobacteria bacterium OK074,1,3.40.50.1820
v074,1e1f498fae0e6d56fb87a52a1fef96ff,,,WP_083947829.1,WP_083947829.1,,C001,1,284,Enzyme 711,Thermobifida cellulosilytica,1,3.40.50.1820
v075,31e8cee08e99636ef7d35f9f5457bb57,,,WP_085749238.1,WP_085749238.1,,C001,1,279,RgPETase; RgCut-I,Rhizobacter gummiphilus NS21,1,3.40.50.1820
v077,de58930843f53b731bc34d03f729488d,,,WP_090538641.1,WP_090538641.1,,C001,1,304,Hfor_PE-H,Halopseudomonas formosensis,1,3.40.50.1820
v078,4f68c367317a6c09df48faffc017ad9e,,,WP_093412886.1,WP_093412886.1,,C001,1,293,Enzyme 611,Saccharopolyspora flava,1,3.40.50.1820
v079,ef0ce8fcf0fe89871330b7d41cec0e7b,,,WP_101893509.1,WP_101893509.1,,C001,1,283,Enzyme 409,Ketobacter sp.,1,3.40.50.1820
v080,e125fba23d29946317aa25973b8c03cb,,,WP_104613137.1,WP_104613137.1,,C001,1,301,Enzyme 701,Thermobifida fusca,1,3.40.50.1820
v081,41ec3fae20c0008c7ca666cd96974233,,,WP_107095481.1,WP_107095481.1,,C001,1,310,Enzyme 607,Actinobacteria bacterium OV320,1,3.40.50.1820
v082,afb025038508228d84d2fe8c130d5d14,,,WP_111881932,WP_111881932,,C001,1,364,PET27,Aequorivita sp. CIP111184,1,3.40.50.1820
v083,fb68a33e966a9f713281583d4f5d357b,,,WP_117215036.1,WP_117215036.1,,C001,1,434,Enzyme 407,Allorhizocoloa rhizosphaerae,1,3.40.50.1820
v084,d03a36b0671215d716f1df2ade24268f,,,WP_118011433,WP_118011433,,C001,1,259,HG-2,Holdemanella biformis,1,3.40.50.1820
v087,25535d4836a01c7d3cc4bbeba3c18437,,,XCO66867,XCO66867,,C001,1,286,PurH,Aeromicrobium sp.,1,3.40.50.1820
v088,2ddc62c97241531aed04530538ae54d8,,,XDS72785.1,XDS72785.1,,C001,1,282,Sis,Geothermal metagenome,1,3.40.50.1820
v085,7acde97244b13e14de682a6f3f3def1e,,,YNP18_240440,YNP18_240440,,C001,1,258,Enzyme 204 like,Metagenome,1,3.40.50.1820
v003,9610434481ec16c88506a703693f96ab,,,YNPsite05_CeleraDRAFT_401410,YNPsite05_CeleraDRAFT_401410,,C001,1,380,Enzyme 202,Chloroflexus sp. MS-G,1,3.40.50.1820
v035,fe31253f406d9725da382e4a9e67d782,,,YNPsite06_CeleraDRAFT_160970,YNPsite06_CeleraDRAFT_160970,,C001,1,456,Enzyme 214 like,Metagenome,1,3.40.50.1820
v038,6f5b887d3833e9449f06aac8cfc2e5d6,,,YNPsite06_CeleraDRAFT_367810,YNPsite06_CeleraDRAFT_367810,,C001,1,495,Enzyme 301 like,Metagenome,1,3.40.50.1820
v140,2faa60f73ded9c502787ece47fca13f7,,,A0A060N399,A0A060N399,,C002,2,227,PLAse,Paraphoma sp. B47-9,2,3.40.50.1820
v141,ea7a24d47eff2487f1491b3ad67cce64,,,A0A060N5H2,A0A060N5H2,,C002,2,226,CmCut,Cryptococcus magnus,2,3.40.50.1820
v139,e0b91bc8063c1c7e94e918fcfd8cf2bc,,,A0A075B5G4,A0A075B5G4,,C002,2,194,HiC,Humicola insolens,2,3.40.50.1820
v142,4e42b62ac9f3158a2a5a2b35e117d950,,,A0A0P0ZE81,A0A0P0ZE81,,C002,2,239,GB-1; CLE,Cryptococcus flavus,2,3.40.50.1820
v146,255e2b78ca9f54fe397d3917c1c6cae9,,,A0A7I8E2Z4,A0A7I8E2Z4,,C002,2,216,PBATHRF; pbath,Rhodococcus fascians NKCM2511,2,3.40.50.1820
v143,d46d1c755303a13d2a19d9393a49d2f7,,,AAA33335.1,AAA33335.1,,C002,2,230,FsC,Fusarium solani,2,3.40.50.1820
v144,cd3efa9108622a39c229634066ce0292,,,AB102945.1; Q874E,AB102945.1; Q874E,,C002,2,239,S-2; CLE; cutinase,Cryptococcus sp.,2,3.40.50.1820
v145,339540f3809d8ac98ee633f1da7247e9,,,AB739034,AB739034,,C002,2,224,PaE; PaCLE1,Pseudozyma (Candida) antarctica,2,3.40.50.1820
v154,0e841a3c1f59a0cfd7b1ac47b6e7b1bd,,,Cut,Cut,,C002,2,221,CpCut1-like,Cladosporium sp. P7,2,3.40.50.1820
v155,82b7aa41d984234dbb69f23c5dfebbb9,,,Cut,Cut,,C002,2,222,BaCut1-like,Blastobotrys sp. G-9,2,3.40.50.1820
v147,b316862d7118e4358cbe8bf6be6de118,,,ESK97883,ESK97883,,C002,2,203,MRCUT1,Moniliophthora roreri,2,3.40.50.1820
v149,02048bc3dc3b8c853e51fcc55038f6ac,,,KAH7127633,KAH7127633,,C002,2,237,DmC,Dactylonectria macrodidyma,2,3.40.50.1820
v150,f7e864f6573eccaba6017448237af700,,,P52956,P52956,,C002,2,213,CutL1,Aspergillus oryzae ATCC42149,2,3.40.50.1820
v151,dab2da810add966a777bb8c243da293b,,,Q99174,Q99174,,C002,2,230,FSC,Fusarium solani,2,3.40.50.1820
v152,a2dfe48912d34dabd9ec983f2380b945,,,QEX94755.1,QEX94755.1,,C002,2,186,Sub1,Streptomyces scabiei,2,3.40.50.1820
v153,255e2b78ca9f54fe397d3917c1c6cae9,,,UNZ22463.1,UNZ22463.1,,C002,2,216,Rcut; PBATh; OL660765,Rhodococcus sp.,2,3.40.50.1820
v148,a0550530145e06d4170e283fb389aa62,,,X0BTD8,X0BTD8,,C002,2,230,FoCut5a,Fusarium oxysporum,2,3.40.50.1820
v182,0c554c0dd255de614d248db3118d89da,,,AAK28498.1,AAK28498.1,,C012,3,517,AmdA,Agrobacterium tumefaciens d3,10,3.90.1300.10
v183,5c06f1259bc12791a4627d9b18c94185,,,AGT90042.1,AGT90042.1,,C012,3,483,CCM2595,Rhodococcus erythropolis,10,3.90.1300.10
v184,1090fc7df5cb6e4866fd00779c1d8e28,,,ANG60415.1,ANG60415.1,,C012,3,472,GatA,Lysinibacillus fusiformis SCO2,10,3.90.1300.10
v185,c05531f7c89f4efafc1f2537c89ad129,,,ARF18137.1,ARF18137.1,,C012,3,472,PURase,Sporosarcina ureae P17a,10,3.90.1300.10
v181,6139d7ee947801e1ffa5c9345c785900,,,AY026386,AY026386,,C012,3,525,PURase,Rhodococcus erythropolis MP50,10,3.90.1300.10
v186,c21fdb598a3887e2e8a5af55068ffec4,,,BAI44731,BAI44731,,C012,3,479,OoH,Rhodococcus sp. Oct1,10,3.90.1300.10
v197,e422c7b9aabe1a23f75d15bd35cf71a6,,,BBP47208; XP_036664376,BBP47208; XP_036664376,,C012,3,551,CPUTNase,Candida parapsilosis NBRC 708,10,3.90.1300.10
v188,77bca54fb186cc66d3f509d6fb835b65,,,NYLA_FLASK,NYLA_FLASK,,C012,3,493,NylA,Paenarthrobacter ureafaciens K172,10,3.90.1300.10
v187,a79509a510d90a50f6702955b1ad3b49,,,NYLA_PSES8,NYLA_PSES8,,C012,3,493,NylA,Pseudomonas sp. strain NK87,10,3.90.1300.10
v195,336f0649eca9651f90fe2d208cd29559,,,NylA,NylA,,C012,3,485,GatA-like,Parvibaculum sp.,10,3.90.1300.10
v196,643cdc8e6bf40238fb4a3568cc8eb4f8,,,NylA,NylA,,C012,3,472,ReU-like,Rhodococcus equi TB-60,10,3.90.1300.10
v189,815c8cb8347c7ae5a0b5f9f5e645b5db,,,Q12559,Q12559,,C012,3,545,PURase,Aspergillus oryzae,10,3.90.1300.10
v190,4ae54f06384b9660b40e76e9a902f585,,,WBR49956,WBR49956,,C012,3,438,UMG-SP-1,Metagenome,10,3.90.1300.10
v191,06d89e9f595b7abc6f662a4ea5fc3f77,,,WBR49957,WBR49957,,C012,3,439,UMG-SP-2,Metagenome,10,3.90.1300.10
v192,e517914dc89db0a2eedf86b6f66bf60c,,,WBR49958,WBR49958,,C012,3,439,UMG-SP-3,Metagenome,10,3.90.1300.10
v193,d91b645ebea282e1c771123a7abe685f,,,WP_011209364.1,WP_011209364.1,,C012,3,479,aryl acylamidase,Nocardia farcinica IFM10512,10,3.90.1300.10
v194,ccec191e60e12d1782682af2211d9640,,,WP_185053500,WP_185053500,,C012,3,471,TtA,Thermocatellispora tengchongensis,10,3.90.1300.10
v105,b9431762171b80707139661059a4d5f3,,,A0A2I2K6T5,A0A2I2K6T5,,C007,4,295,CE_Ubrb,Metagenome-derived,23,3.40.50.1820
v099,b8d2efe3a6d76dcf58f691a374d528ed,,,ADH43200.1,ADH43200.1,,C007,4,489,BsEstB,Bacillus subtilis 4P3-11,23,3.40.50.1820
v100,de7fd3cae353ad8fabd922f83140376c,,,AKJ87216,AKJ87216,,C007,4,322,GEN0105,Metagenome,23,3.40.50.1820
v101,de5188fe17cc9552eecfc6b69179e19d,,,ALS54749.1,ALS54749.1,,C007,4,520,Chath_Est1,Clostridium hathewayi DSM-13479,23,3.40.50.1820
v102,e49911a7e5738e9056e9fb9c5a9aa7ae,,,BAA76305.1,BAA76305.1,,C007,4,548,PudA,Comamonas acidovorans TB-35,23,3.40.50.1820
v110,fe1766a388c03c1e83be5dd8c749ba4b,,,L0EF70,L0EF70,,C007,4,508,Tcca,Thermobacillus composti KWC4,23,3.40.50.1820
v104,f0ef5b5426c1171b0f229df593d4d810,,,P20261,P20261,,C007,4,549,Lip1; Lip5,Diutina (Candida) rugosa,23,3.40.50.1820
v106,572db808330016b2e517a2e6db0d8477,,,UNZ81746,UNZ81746,,C007,4,314,IS10,Chloroflexi bacterium,23,3.40.50.1820
v107,63f3bcdf9d4e41b30836917c8f069d43,,,UNZ81748,UNZ81748,,C007,4,318,IS12,Chloroflexi bacterium,23,3.40.50.1820
v108,f768e32a79d0b17b006886911c31b36d,,,WID88783.1,WID88783.1,,C007,4,462,Dkca1,Dietzia kunjamensis,23,3.40.50.1820
v111,8f7ceab2fc48801f9eff4ec96dd6b2b3,,,WP_041847557.1,WP_041847557.1,,C007,4,491,Est18_23,Caldibacillus thermoamylovorans,23,3.40.50.1820
v109,2aefc1d9f667923f2f590677c9bd72d3,,,YNP6_02150,YNP6_02150,,C007,4,565,Enzyme 102 like,Metagenome,23,3.40.50.1820
v103,23af3c0ada6021e4452780933588e6da,,,YNPsite06_CeleraDRAFT_263770,YNPsite06_CeleraDRAFT_263770,,C007,4,613,Enzyme 101 like,Metagenome,23,3.40.50.1820
v175,586a335986f45e096f6ca073737678a5,,,A0A7W8QII1,A0A7W8QII1,,C008,5,344,Nc-NylC,Nocardiopsis composta,9,3.60.70.12
v176,8a27f08047aeded2e90bf33e519d6d59,,,A0A840P940,A0A840P940,,C008,5,332,Tt-NylC,Thermocatellispora tengchongensis,9,3.60.70.12
v177,aaede276fbd61767d03028e2d193d5a7,,,KQR39103,KQR39103,,C008,5,340,M-NylC,Microbacterium sp.,9,3.60.70.12
v180,ebd22bc012fd6e181f43bc728b85dc79,,,NYLC_FLASK,NYLC_FLASK,,C008,5,355,NylC,Paenarthrobacter ureafaciens K172,9,3.60.70.12
v178,821c28b3e158579536d0795e3661b21a,,,Q1EPR4,Q1EPR4,,C008,5,355,NylC,Kocuria sp. KY2,9,3.60.70.12
v179,b48a5e7e77b3b427ca89ac65da361050,,,Q1EPR5,Q1EPR5,,C008,5,355,NylC,Agromyces sp. KY5R,9,3.60.70.12
v116,bfc457646ef92b3c1ed060f134602fba,,,A4UZ11,A4UZ11,,C009,6,419,PlaM5 depolymerase,Metagenome,25,3.40.50.1820
v115,970357e6455a991c27de46edeee96a39,,,AB302136; A4UZ10,AB302136; A4UZ10,,C009,6,431,PlaM4 depolymerase,Metagenome,25,3.40.50.1820
v113,f21de0ea2dcb603946ac9638d3076b59,,,AKZ20828.1,AKZ20828.1,,C009,6,452,Cbotu_EstA,Clostridium botulinum ATCC3502,25,3.40.50.1820
v114,a4cafac901140b6b19f1c384d078b5d5,,,AKZ20829.1,AKZ20829.1,,C009,6,400,Cbotu_EstB,Clostridium botulinum ATCC3502,25,3.40.50.1820
v117,a436d17bdfc2c17a51007a01c569dc7a,,,EIW29778.1,EIW29778.1,,C009,6,402,PFL1,Pelosinus fermentans DSM-17108,25,3.40.50.1820
v118,7f7526ac0c7c4c8440ba6812322c88d5,,,WP_108898452.1,WP_108898452.1,,C009,6,417,Lip4_120,Caldibacillus thermoamylovorans,25,3.40.50.1820
v091,0ac767e72406f2fc0cf50fd9008e6f16,,,A0A291HVH1,A0A291HVH1,,C006,7,385,LP175,Laceyella sacchari,21,3.40.50.1820
v092,c119a9b5c297563dbef710cd0dfbaa94,,,P00780,P00780,,C006,7,379,Subtilisin; subC,Lederbergia (Bacillus) licheniformis,21,3.40.50.1820
v093,3ccbadd7e660120a138f6df238b1b9ae,,,P06873,P06873,,C006,7,384,Proteinase K,Parengyodontium album,21,3.40.50.1820
v094,c2dc98ad498bf96179a52733ac69516e,,,P29599,P29599,,C006,7,269,Subtilisin BL,Lederbergia (Bacillus) lentus,21,3.40.50.1820
v095,5353a76b2d62b148881304e276a3a0e0,,,P29600,P29600,,C006,7,269,Subtilisin; Savinase,Lederbergia (Bacillus) lentus,21,3.40.50.1820
v161,da74b7409b4c0618cc66c7787e557585,,,AAD22743.1,AAD22743.1,,C011,8,617,PueA,Pseudomonas chloroaphis,4,3.40.50.1820
v162,c02edb9924a7f5bcd356a4cb811dd674,,,AAF01331.1,AAF01331.1,,C011,8,567,PueB,Pseudomonas chloroaphis,4,3.40.50.1820
v163,5fa3e19ca90991487c80ed55e34da806,,,AAF66684.1,AAF66684.1,,C011,8,451,PulA,Pseudomonas fluorescens,4,3.40.50.1820
v164,0d26a77d2ffda03e4582e295927066c6,,,AAY92471.1,AAY92471.1,,C011,8,617,PueA,Pseudomonas protegens strain Pf-5,4,3.40.50.1820
v165,cb8ee61f26429b3ce6a175e6f02222ef,,,AAY92474.2,AAY92474.2,,C011,8,561,PueB,Pseudomonas protegens strain Pf-5,4,3.40.50.1820
v206,198d14bb37149debc526a3f90e777956,,,H6N162,H6N162,,C024,9,407,Lcp1VH2,Gordonia polyisoprenivorans,16,NA
v207,3d98c4ffc15561968b8fbb11d2ed071a,,,H6N4Z1,H6N4Z1,,C024,9,388,Lcp2VH2,Gordonia polyisoprenivorans,16,NA
v209,95d1e9d1e5c89ada66637cb1f2c7e05e,,,MT664881,MT664881,,C024,9,410,Lcp1,Streptomyces sp. AC04842,16,NA
v210,67b4409cf7dfe74bbb08798733600bfc,,,MT664882,MT664882,,C024,9,407,Lcp2,Streptomyces sp. AC04842,16,NA
v208,024678fb7e5f5a204647fd2d1e393aab,,,Q3L8N0,Q3L8N0,,C024,9,407,LCP_STRK3,Streptomyces sp. K30,16,NA
v156,32320ea9636947aaaa29de601c9a9fa4,,,Q0K2G9,Q0K2G9,,C032,10,407,PhaZ5,Cuprivadus necator ATC17699,3,3.40.50.1820
v157,f3019f8a82e15ef9ac9ed61f6a611c97,,,Q0K4D5,Q0K4D5,,C032,10,412,PhaZ3,Cuprivadus necator ATC17699,3,3.40.50.1820
v158,8b6e9ddd1da10e1d0d3c47e2aeaaba85,,,Q0K7T2,Q0K7T2,,C032,10,404,PhaZ2,Cuprivadus necator ATC17699,3,3.40.50.1820
